"(92, 116)"
"(93, 129)"
"(1, 77)"
"(91, 1)"
"(80, 59)"
"(94, 97)"
"(34, 47)"
"(135, 123)"
"(60, 28)"
"(94, 97)"
"(130, 45)"
"(89, 129)"
"(112, 89)"
"(72, 17)"
"(41, 13)"
"(74, 11)"
"(57, 9)"
"(67, 9)"
"(85, 62)"
"(139, 135)"
"(70, 110)"
"(22, 96)"
"(43, 66)"
"(120, 117)"
"(139, 51)"
"(141, 68)"
"(149, 33)"
"(96, 52)"
"(9, 28)"
"(86, 118)"
"(69, 119)"
"(81, 67)"
"(128, 122)"
"(139, 142)"
"(1, 92)"
"(129, 55)"
"(18, 79)"
"(91, 72)"
"(146, 14)"
"(45, 52)"
"(128, 79)"
"(43, 81)"
"(31, 92)"
"(72, 11)"
"(135, 49)"
"(70, 46)"
"(87, 4)"
"(118, 13)"
"(132, 119)"
"(27, 21)"
"(121, 37)"
"(133, 115)"
"(93, 135)"
"(2, 70)"
"(125, 122)"
"(26, 92)"
"(115, 69)"
"(14, 26)"
"(120, 52)"
"(94, 125)"
"(67, 117)"
"(15, 143)"
"(112, 108)"
"(136, 8)"
"(35, 39)"
"(65, 104)"
"(147, 86)"
"(76, 141)"
"(7, 18)"
"(48, 147)"
"(76, 28)"
"(19, 49)"
"(6, 19)"
"(39, 96)"
"(81, 99)"
"(7, 149)"
"(32, 71)"
"(67, 146)"
"(131, 110)"
"(33, 32)"
"(60, 116)"
"(125, 14)"
"(62, 62)"
"(120, 108)"
"(103, 148)"
"(116, 73)"
"(28, 110)"
"(46, 135)"
"(120, 103)"
"(41, 90)"
"(89, 34)"
"(21, 29)"
"(80, 9)"
"(72, 109)"
"(139, 71)"
"(35, 124)"
"(48, 114)"
"(8, 53)"
"(108, 24)"
"(84, 92)"
