"(163, 111)"
"(109, 45)"
"(114, 9)"
"(90, 63)"
"(127, 178)"
"(168, 142)"
"(116, 180)"
"(80, 102)"
"(168, 21)"
"(159, 121)"
"(136, 88)"
"(70, 92)"
"(78, 60)"
"(183, 33)"
"(86, 125)"
"(178, 17)"
"(67, 89)"
"(32, 118)"
"(8, 65)"
"(174, 123)"
"(176, 74)"
"(5, 137)"
"(27, 120)"
"(31, 145)"
"(58, 124)"
"(120, 65)"
"(119, 176)"
"(108, 62)"
"(185, 83)"
"(166, 158)"
"(19, 68)"
"(173, 78)"
"(2, 28)"
"(16, 129)"
"(153, 156)"
"(11, 165)"
"(73, 176)"
"(148, 55)"
"(90, 52)"
"(66, 159)"
"(133, 157)"
"(142, 145)"
"(28, 40)"
"(154, 90)"
"(134, 173)"
"(131, 169)"
"(185, 63)"
"(112, 106)"
"(102, 165)"
"(12, 170)"
"(162, 147)"
"(8, 169)"
"(122, 26)"
"(41, 116)"
"(101, 6)"
"(61, 96)"
"(139, 101)"
"(167, 172)"
"(147, 64)"
"(91, 27)"
"(157, 70)"
"(140, 83)"
"(81, 140)"
"(1, 146)"
"(157, 25)"
"(70, 177)"
"(34, 35)"
"(37, 109)"
"(13, 147)"
"(36, 77)"
"(93, 7)"
"(38, 177)"
"(55, 94)"
"(6, 115)"
"(145, 30)"
"(97, 125)"
"(49, 153)"
"(69, 35)"
"(108, 134)"
"(170, 83)"
"(3, 135)"
"(43, 106)"
"(115, 34)"
"(170, 31)"
"(141, 18)"
"(44, 65)"
"(23, 181)"
"(56, 185)"
"(129, 157)"
"(93, 27)"
"(101, 148)"
"(109, 78)"
"(49, 140)"
"(16, 109)"
"(154, 53)"
"(117, 58)"
"(180, 85)"
"(73, 18)"
"(151, 99)"
"(159, 28)"
