"(221, 77)"
"(229, 58)"
"(133, 107)"
"(199, 40)"
"(12, 182)"
"(222, 238)"
"(93, 107)"
"(42, 136)"
"(63, 15)"
"(39, 122)"
"(124, 29)"
"(58, 201)"
"(243, 123)"
"(252, 32)"
"(205, 221)"
"(121, 102)"
"(210, 243)"
"(227, 164)"
"(190, 231)"
"(218, 207)"
"(80, 227)"
"(69, 103)"
"(180, 43)"
"(35, 117)"
"(250, 94)"
"(90, 66)"
"(107, 41)"
"(148, 80)"
"(87, 110)"
"(92, 174)"
"(15, 42)"
"(55, 146)"
"(122, 167)"
"(141, 56)"
"(211, 80)"
"(16, 108)"
"(204, 88)"
"(196, 173)"
"(51, 227)"
"(192, 29)"
"(238, 213)"
"(35, 95)"
"(54, 208)"
"(16, 124)"
"(157, 185)"
"(15, 48)"
"(46, 198)"
"(123, 79)"
"(134, 175)"
"(77, 224)"
"(217, 44)"
"(90, 96)"
"(218, 215)"
"(236, 173)"
"(204, 40)"
"(207, 190)"
"(72, 107)"
"(251, 36)"
"(226, 36)"
"(150, 91)"
"(244, 49)"
"(246, 173)"
"(250, 8)"
"(228, 201)"
"(174, 169)"
"(165, 110)"
"(209, 92)"
"(20, 77)"
"(34, 114)"
"(75, 115)"
"(70, 249)"
"(240, 40)"
"(229, 43)"
"(84, 94)"
"(204, 139)"
"(141, 192)"
"(82, 68)"
"(192, 206)"
"(174, 224)"
"(78, 192)"
"(80, 31)"
"(215, 213)"
"(53, 240)"
"(179, 62)"
"(38, 127)"
"(199, 207)"
"(150, 178)"
"(73, 77)"
"(125, 36)"
"(98, 176)"
"(192, 84)"
"(213, 92)"
"(118, 144)"
"(61, 228)"
"(40, 165)"
"(133, 0)"
"(54, 38)"
"(88, 85)"
"(95, 40)"
"(75, 45)"
