"(123, 79)"
"(242, 252)"
"(32, 4)"
"(346, 202)"
"(5, 274)"
"(100, 40)"
"(116, 88)"
"(3, 124)"
"(205, 166)"
"(2, 193)"
"(102, 187)"
"(168, 57)"
"(70, 92)"
"(234, 288)"
"(25, 153)"
"(198, 129)"
"(94, 12)"
"(23, 128)"
"(119, 259)"
"(117, 286)"
"(277, 55)"
"(231, 275)"
"(189, 133)"
"(333, 26)"
"(235, 57)"
"(285, 97)"
"(82, 18)"
"(152, 84)"
"(326, 149)"
"(335, 304)"
"(145, 204)"
"(326, 132)"
"(108, 200)"
"(69, 203)"
"(2, 322)"
"(283, 52)"
"(185, 331)"
"(298, 303)"
"(37, 222)"
"(198, 282)"
"(70, 326)"
"(147, 104)"
"(21, 248)"
"(224, 66)"
"(52, 180)"
"(71, 173)"
"(147, 311)"
"(259, 265)"
"(169, 266)"
"(1, 295)"
"(37, 139)"
"(105, 212)"
"(282, 56)"
"(50, 286)"
"(185, 189)"
"(171, 15)"
"(253, 259)"
"(349, 275)"
"(226, 200)"
"(207, 205)"
"(330, 125)"
"(139, 290)"
"(76, 215)"
"(244, 96)"
"(13, 38)"
"(72, 76)"
"(215, 338)"
"(114, 143)"
"(151, 31)"
"(156, 74)"
"(163, 272)"
"(23, 149)"
"(235, 211)"
"(65, 114)"
"(273, 280)"
"(164, 211)"
"(290, 98)"
"(41, 326)"
"(111, 206)"
"(134, 21)"
"(77, 278)"
"(108, 92)"
"(265, 75)"
"(214, 63)"
"(155, 322)"
"(253, 220)"
"(17, 3)"
"(311, 195)"
"(336, 325)"
"(97, 124)"
"(216, 27)"
"(296, 203)"
"(29, 330)"
"(73, 115)"
"(40, 188)"
"(337, 282)"
"(62, 235)"
"(240, 345)"
"(37, 281)"
"(249, 238)"
