"(19, 26, 14, 36, 37)"
"(24, 55, 14, 24, 7)"
"(35, 7, 55, 23, 46)"
"(42, 9, 49, 42, 41)"
"(46, 55, 45, 24, 40)"
"(30, 20, 24, 28, 10)"
"(46, 34, 45, 53, 38)"
"(52, 12, 55, 54, 6)"
"(11, 6, 35, 27, 46)"
"(10, 22, 47, 22, 45)"
"(51, 37, 41, 45, 39)"
"(32, 8, 11, 9, 44)"
"(18, 42, 33, 1, 29)"
"(49, 40, 39, 39, 54)"
"(1, 7, 0, 10, 33)"
"(4, 33, 45, 35, 47)"
"(44, 41, 8, 28, 36)"
"(1, 1, 20, 38, 52)"
"(29, 24, 30, 6, 7)"
"(9, 12, 30, 16, 40)"
"(42, 1, 37, 42, 31)"
"(50, 32, 41, 21, 14)"
"(27, 46, 43, 31, 5)"
"(29, 39, 42, 29, 35)"
"(52, 41, 10, 25, 21)"
"(25, 52, 43, 10, 1)"
"(14, 17, 14, 55, 8)"
"(11, 19, 17, 17, 49)"
"(20, 32, 20, 10, 33)"
"(5, 54, 45, 41, 30)"
"(14, 51, 42, 4, 54)"
"(20, 13, 46, 16, 33)"
"(41, 10, 2, 43, 44)"
"(54, 22, 20, 36, 13)"
"(46, 23, 43, 33, 26)"
"(55, 11, 34, 10, 30)"
"(14, 36, 28, 3, 46)"
"(52, 2, 42, 0, 15)"
"(42, 55, 27, 31, 2)"
"(34, 18, 5, 45, 1)"
"(42, 39, 18, 28, 30)"
"(23, 28, 23, 19, 29)"
"(28, 10, 10, 31, 37)"
"(42, 30, 18, 35, 7)"
"(34, 34, 37, 26, 37)"
"(47, 30, 54, 46, 28)"
"(55, 39, 20, 16, 52)"
"(14, 41, 54, 33, 31)"
"(17, 10, 31, 41, 45)"
"(31, 5, 14, 33, 51)"
"(25, 0, 1, 33, 39)"
"(50, 36, 50, 9, 37)"
"(6, 6, 17, 6, 18)"
"(39, 23, 38, 1, 47)"
"(45, 38, 15, 39, 45)"
"(26, 40, 30, 13, 50)"
"(35, 46, 55, 8, 45)"
"(6, 49, 49, 32, 55)"
"(52, 15, 52, 2, 45)"
"(51, 11, 36, 24, 8)"
"(55, 45, 4, 50, 28)"
"(50, 55, 49, 49, 45)"
"(47, 35, 53, 14, 16)"
"(2, 36, 36, 55, 15)"
"(22, 25, 0, 47, 50)"
"(26, 42, 5, 38, 5)"
"(34, 45, 31, 23, 17)"
"(43, 23, 14, 22, 45)"
"(8, 55, 24, 55, 34)"
"(8, 26, 13, 14, 0)"
"(36, 52, 18, 6, 52)"
"(55, 5, 24, 1, 33)"
"(28, 21, 52, 16, 15)"
"(1, 10, 29, 26, 27)"
"(33, 27, 17, 23, 50)"
"(27, 46, 39, 39, 31)"
"(54, 53, 32, 20, 28)"
"(45, 54, 46, 6, 35)"
"(32, 45, 14, 29, 20)"
"(32, 43, 40, 50, 17)"
"(46, 11, 52, 10, 40)"
"(25, 42, 52, 18, 1)"
"(6, 44, 2, 16, 52)"
"(22, 46, 55, 39, 4)"
"(0, 9, 24, 53, 20)"
"(28, 39, 37, 15, 25)"
"(55, 19, 6, 31, 46)"
"(47, 54, 44, 41, 19)"
"(5, 45, 39, 22, 36)"
"(31, 39, 20, 14, 28)"
"(14, 7, 32, 53, 1)"
"(54, 27, 30, 55, 4)"
"(22, 20, 23, 47, 41)"
"(35, 27, 23, 42, 10)"
"(44, 35, 30, 12, 22)"
"(47, 29, 22, 14, 55)"
"(26, 30, 41, 23, 0)"
"(7, 33, 47, 36, 52)"
"(27, 20, 46, 28, 25)"
"(46, 49, 54, 38, 21)"
