"(35, 14, 5, 2, 45)"
"(31, 47, 25, 32, 20)"
"(5, 18, 1, 10, 31)"
"(11, 27, 44, 49, 32)"
"(9, 34, 51, 26, 36)"
"(51, 31, 14, 1, 1)"
"(41, 26, 6, 11, 32)"
"(8, 12, 47, 8, 11)"
"(9, 36, 45, 41, 38)"
"(40, 14, 49, 22, 21)"
"(48, 9, 48, 10, 46)"
"(0, 24, 18, 39, 23)"
"(24, 32, 8, 50, 41)"
"(25, 42, 40, 18, 19)"
"(0, 6, 35, 49, 39)"
"(1, 7, 16, 41, 32)"
"(22, 51, 41, 10, 1)"
"(4, 31, 31, 32, 3)"
"(10, 13, 45, 37, 11)"
"(49, 16, 52, 48, 12)"
"(1, 44, 9, 24, 17)"
"(38, 6, 18, 49, 4)"
"(52, 40, 13, 7, 4)"
"(48, 33, 27, 51, 43)"
"(1, 21, 21, 27, 9)"
"(29, 21, 19, 34, 37)"
"(20, 51, 3, 33, 16)"
"(21, 2, 42, 26, 36)"
"(40, 37, 8, 44, 42)"
"(25, 34, 41, 47, 12)"
"(50, 22, 0, 8, 12)"
"(9, 11, 12, 30, 34)"
"(15, 29, 38, 15, 2)"
"(33, 25, 4, 23, 34)"
"(41, 37, 9, 27, 30)"
"(13, 35, 11, 31, 29)"
"(20, 18, 4, 38, 33)"
"(14, 36, 5, 6, 24)"
"(3, 39, 37, 24, 45)"
"(7, 20, 45, 30, 51)"
"(41, 5, 3, 25, 18)"
"(52, 46, 26, 18, 44)"
"(22, 12, 40, 38, 45)"
"(6, 15, 17, 22, 46)"
"(51, 27, 15, 44, 16)"
"(4, 48, 42, 6, 23)"
"(39, 47, 31, 43, 9)"
"(18, 24, 49, 20, 14)"
"(23, 33, 28, 22, 39)"
"(52, 31, 33, 8, 46)"
"(38, 50, 17, 12, 1)"
"(20, 6, 17, 45, 36)"
"(37, 36, 35, 25, 30)"
"(43, 47, 32, 18, 25)"
"(36, 16, 29, 46, 16)"
"(14, 15, 48, 14, 22)"
"(52, 23, 20, 21, 31)"
"(52, 48, 30, 48, 5)"
"(39, 11, 49, 20, 1)"
"(34, 18, 3, 42, 34)"
"(8, 23, 27, 49, 31)"
"(5, 14, 18, 30, 22)"
"(44, 12, 36, 18, 30)"
"(32, 17, 12, 30, 32)"
"(45, 25, 12, 12, 29)"
"(51, 31, 39, 16, 21)"
"(50, 0, 34, 25, 9)"
"(30, 34, 52, 17, 33)"
"(4, 30, 22, 23, 38)"
"(41, 15, 10, 14, 37)"
"(42, 15, 11, 27, 15)"
"(7, 8, 24, 4, 19)"
"(21, 9, 46, 22, 9)"
"(9, 2, 19, 13, 0)"
"(32, 26, 23, 26, 2)"
"(29, 21, 15, 3, 39)"
"(47, 2, 48, 6, 2)"
"(15, 0, 52, 50, 14)"
"(0, 24, 47, 0, 18)"
"(47, 4, 38, 1, 9)"
"(49, 27, 33, 33, 45)"
"(10, 37, 4, 17, 46)"
"(3, 30, 5, 4, 31)"
"(45, 2, 51, 22, 41)"
"(14, 23, 7, 0, 34)"
"(47, 27, 6, 4, 47)"
"(47, 44, 24, 26, 48)"
"(39, 20, 2, 31, 10)"
"(8, 31, 13, 37, 33)"
"(49, 34, 41, 13, 42)"
"(45, 5, 46, 3, 10)"
"(25, 14, 19, 49, 9)"
"(49, 38, 10, 38, 38)"
"(20, 0, 11, 50, 40)"
"(8, 43, 18, 10, 2)"
"(16, 37, 10, 29, 9)"
"(34, 11, 21, 17, 22)"
"(34, 44, 37, 8, 36)"
"(34, 38, 31, 49, 27)"
"(48, 33, 48, 1, 41)"
