"(0, 23)"
"(20, 18)"
"(15, 17)"
"(18, 23)"
"(9, 14)"
"(36, 16)"
"(21, 23)"
"(30, 7)"
"(4, 33)"
"(20, 13)"
"(11, 33)"
"(2, 26)"
"(34, 1)"
"(4, 6)"
"(22, 6)"
"(2, 11)"
"(20, 5)"
"(11, 19)"
"(17, 24)"
"(6, 4)"
"(29, 15)"
"(10, 13)"
"(21, 29)"
"(16, 23)"
"(14, 8)"
"(33, 17)"
"(28, 22)"
"(28, 26)"
"(14, 4)"
"(36, 21)"
"(24, 32)"
"(2, 32)"
"(29, 27)"
"(16, 12)"
"(27, 20)"
"(1, 12)"
"(27, 18)"
"(29, 16)"
"(11, 19)"
"(30, 36)"
"(9, 31)"
"(10, 3)"
"(30, 17)"
"(2, 6)"
"(30, 7)"
"(27, 3)"
"(2, 33)"
"(16, 23)"
"(27, 18)"
"(18, 22)"
"(27, 13)"
"(9, 6)"
"(6, 36)"
"(18, 20)"
"(23, 2)"
"(21, 3)"
"(29, 21)"
"(16, 24)"
"(3, 0)"
"(29, 15)"
"(23, 8)"
"(32, 7)"
"(33, 33)"
"(1, 17)"
"(29, 35)"
"(13, 10)"
"(6, 22)"
"(22, 13)"
"(22, 14)"
"(8, 13)"
"(13, 34)"
"(26, 11)"
"(1, 23)"
"(20, 8)"
"(13, 9)"
"(25, 9)"
"(11, 34)"
"(4, 22)"
"(36, 17)"
"(2, 16)"
"(27, 8)"
"(33, 10)"
"(19, 15)"
"(31, 6)"
"(27, 32)"
"(1, 26)"
"(32, 0)"
"(17, 32)"
"(15, 3)"
"(10, 2)"
"(24, 19)"
"(17, 30)"
"(26, 30)"
"(6, 25)"
"(32, 23)"
"(36, 22)"
"(22, 4)"
"(36, 33)"
"(31, 36)"
"(13, 6)"
