"(24, 9)"
"(39, 96)"
"(74, 83)"
"(104, 12)"
"(100, 54)"
"(115, 90)"
"(54, 2)"
"(17, 91)"
"(104, 93)"
"(55, 55)"
"(111, 95)"
"(77, 38)"
"(55, 25)"
"(59, 105)"
"(111, 7)"
"(100, 102)"
"(8, 2)"
"(115, 2)"
"(22, 61)"
"(92, 36)"
"(81, 49)"
"(48, 15)"
"(54, 28)"
"(84, 91)"
"(11, 92)"
"(51, 61)"
"(45, 66)"
"(18, 61)"
"(25, 49)"
"(83, 29)"
"(12, 68)"
"(19, 0)"
"(111, 115)"
"(77, 66)"
"(84, 73)"
"(109, 102)"
"(46, 82)"
"(21, 27)"
"(67, 86)"
"(108, 11)"
"(64, 6)"
"(23, 104)"
"(77, 11)"
"(1, 9)"
"(26, 113)"
"(18, 63)"
"(89, 82)"
"(105, 17)"
"(88, 11)"
"(5, 69)"
"(86, 102)"
"(72, 12)"
"(20, 6)"
"(60, 23)"
"(101, 32)"
"(98, 8)"
"(48, 2)"
"(27, 37)"
"(38, 21)"
"(7, 2)"
"(49, 53)"
"(15, 82)"
"(101, 57)"
"(20, 64)"
"(112, 97)"
"(103, 40)"
"(32, 23)"
"(110, 115)"
"(14, 109)"
"(32, 75)"
"(45, 108)"
"(28, 43)"
"(56, 45)"
"(9, 27)"
"(77, 66)"
"(54, 97)"
"(0, 54)"
"(96, 78)"
"(27, 90)"
"(92, 26)"
"(38, 42)"
"(28, 29)"
"(112, 82)"
"(92, 74)"
"(88, 48)"
"(71, 114)"
"(41, 16)"
"(87, 25)"
"(31, 76)"
"(41, 91)"
"(14, 2)"
"(56, 93)"
"(70, 35)"
"(38, 69)"
"(115, 64)"
"(64, 110)"
"(29, 69)"
"(22, 32)"
"(3, 26)"
"(58, 20)"
