"(89, 25)"
"(110, 145)"
"(117, 88)"
"(53, 169)"
"(79, 196)"
"(14, 111)"
"(111, 2)"
"(66, 178)"
"(114, 72)"
"(101, 119)"
"(113, 5)"
"(99, 120)"
"(179, 168)"
"(188, 42)"
"(182, 89)"
"(76, 159)"
"(196, 152)"
"(143, 5)"
"(146, 18)"
"(16, 129)"
"(134, 176)"
"(136, 95)"
"(174, 112)"
"(119, 84)"
"(43, 94)"
"(46, 81)"
"(128, 16)"
"(16, 26)"
"(131, 139)"
"(125, 183)"
"(121, 20)"
"(126, 43)"
"(198, 159)"
"(12, 31)"
"(184, 52)"
"(143, 36)"
"(123, 184)"
"(197, 59)"
"(39, 13)"
"(32, 189)"
"(182, 184)"
"(41, 27)"
"(204, 154)"
"(181, 58)"
"(175, 34)"
"(146, 37)"
"(63, 43)"
"(60, 133)"
"(167, 69)"
"(127, 104)"
"(188, 57)"
"(106, 47)"
"(200, 162)"
"(158, 49)"
"(6, 132)"
"(23, 44)"
"(127, 92)"
"(184, 186)"
"(141, 29)"
"(50, 66)"
"(12, 149)"
"(137, 97)"
"(146, 203)"
"(94, 50)"
"(144, 30)"
"(36, 205)"
"(176, 65)"
"(153, 166)"
"(151, 16)"
"(56, 92)"
"(4, 193)"
"(189, 107)"
"(94, 95)"
"(65, 206)"
"(196, 176)"
"(191, 134)"
"(108, 25)"
"(198, 170)"
"(53, 145)"
"(67, 24)"
"(187, 19)"
"(92, 79)"
"(109, 172)"
"(198, 137)"
"(123, 44)"
"(142, 170)"
"(2, 34)"
"(102, 64)"
"(134, 161)"
"(168, 8)"
"(139, 92)"
"(133, 95)"
"(191, 147)"
"(205, 123)"
"(78, 116)"
"(165, 96)"
"(79, 69)"
"(58, 151)"
"(198, 28)"
"(14, 42)"
