"(16, 17)"
"(28, 30)"
"(28, 34)"
"(26, 30)"
"(24, 11)"
"(20, 16)"
"(37, 36)"
"(29, 39)"
"(30, 41)"
"(14, 41)"
"(19, 1)"
"(31, 25)"
"(23, 12)"
"(30, 7)"
"(33, 28)"
"(29, 12)"
"(36, 21)"
"(9, 19)"
"(9, 16)"
"(42, 0)"
"(30, 39)"
"(43, 0)"
"(46, 40)"
"(45, 35)"
"(9, 2)"
"(6, 20)"
"(32, 32)"
"(19, 20)"
"(5, 7)"
"(3, 19)"
"(17, 24)"
"(0, 15)"
"(13, 36)"
"(3, 37)"
"(20, 11)"
"(3, 29)"
"(44, 23)"
"(29, 32)"
"(20, 27)"
"(30, 11)"
"(16, 20)"
"(42, 2)"
"(13, 44)"
"(42, 2)"
"(32, 6)"
"(32, 25)"
"(45, 40)"
"(21, 7)"
"(25, 0)"
"(37, 36)"
"(23, 9)"
"(33, 15)"
"(45, 27)"
"(27, 25)"
"(35, 7)"
"(27, 30)"
"(24, 46)"
"(26, 37)"
"(0, 1)"
"(36, 27)"
"(20, 33)"
"(34, 2)"
"(10, 30)"
"(10, 4)"
"(32, 43)"
"(1, 14)"
"(42, 40)"
"(12, 9)"
"(25, 27)"
"(19, 12)"
"(45, 11)"
"(4, 12)"
"(10, 41)"
"(31, 3)"
"(6, 36)"
"(21, 9)"
"(30, 0)"
"(34, 25)"
"(36, 29)"
"(21, 7)"
"(16, 23)"
"(34, 23)"
"(36, 21)"
"(42, 29)"
"(6, 38)"
"(9, 16)"
"(14, 33)"
"(37, 25)"
"(27, 0)"
"(11, 7)"
"(44, 3)"
"(6, 39)"
"(21, 7)"
"(6, 30)"
"(34, 39)"
"(39, 20)"
"(40, 36)"
"(7, 11)"
"(31, 22)"
"(21, 41)"
