"(16, 2, 22, 32, 30)"
"(11, 2, 10, 2, 6)"
"(31, 24, 18, 26, 18)"
"(7, 31, 27, 33, 22)"
"(32, 33, 19, 29, 6)"
"(22, 9, 21, 33, 28)"
"(5, 3, 12, 5, 7)"
"(23, 0, 23, 25, 32)"
"(25, 16, 10, 3, 21)"
"(12, 10, 1, 33, 33)"
"(22, 28, 10, 2, 20)"
"(0, 24, 22, 22, 14)"
"(4, 14, 23, 10, 1)"
"(9, 33, 6, 17, 12)"
"(2, 13, 2, 23, 24)"
"(4, 30, 16, 8, 29)"
"(10, 1, 1, 7, 2)"
"(27, 11, 32, 16, 15)"
"(24, 16, 15, 3, 28)"
"(15, 15, 21, 6, 16)"
"(19, 25, 22, 13, 18)"
"(7, 27, 8, 23, 30)"
"(31, 17, 33, 9, 3)"
"(10, 8, 4, 8, 24)"
"(2, 20, 12, 8, 14)"
"(2, 27, 16, 26, 29)"
"(12, 29, 1, 27, 26)"
"(32, 27, 27, 6, 29)"
"(8, 15, 11, 21, 26)"
"(18, 19, 33, 4, 0)"
"(25, 32, 19, 6, 17)"
"(15, 9, 4, 21, 19)"
"(29, 27, 8, 27, 8)"
"(2, 16, 2, 32, 26)"
"(19, 14, 22, 21, 19)"
"(12, 17, 1, 33, 0)"
"(19, 31, 2, 17, 26)"
"(1, 20, 19, 20, 14)"
"(5, 20, 16, 10, 29)"
"(15, 25, 28, 16, 6)"
"(33, 3, 30, 29, 5)"
"(23, 18, 11, 26, 29)"
"(28, 9, 18, 20, 5)"
"(1, 0, 28, 3, 2)"
"(6, 14, 19, 4, 21)"
"(14, 11, 20, 32, 25)"
"(32, 1, 27, 14, 21)"
"(22, 1, 19, 1, 20)"
"(7, 27, 10, 1, 7)"
"(24, 25, 12, 31, 17)"
"(4, 22, 21, 15, 5)"
"(0, 10, 8, 7, 15)"
"(27, 28, 28, 6, 23)"
"(4, 18, 22, 0, 8)"
"(10, 26, 24, 17, 13)"
"(2, 10, 18, 13, 33)"
"(2, 19, 30, 24, 33)"
"(18, 14, 24, 14, 20)"
"(29, 20, 28, 20, 17)"
"(25, 2, 24, 27, 23)"
"(22, 14, 9, 23, 3)"
"(32, 24, 1, 19, 29)"
"(12, 16, 20, 33, 23)"
"(6, 22, 18, 16, 22)"
"(7, 25, 0, 29, 22)"
"(15, 11, 10, 29, 17)"
"(6, 26, 1, 25, 18)"
"(24, 14, 17, 19, 1)"
"(32, 17, 18, 20, 21)"
"(16, 24, 33, 2, 3)"
"(26, 20, 9, 16, 10)"
"(18, 10, 16, 30, 24)"
"(18, 1, 9, 31, 24)"
"(1, 30, 4, 29, 31)"
"(33, 20, 3, 0, 18)"
"(26, 33, 18, 26, 6)"
"(10, 23, 15, 28, 24)"
"(17, 27, 10, 15, 2)"
"(30, 22, 20, 5, 5)"
"(28, 25, 27, 33, 21)"
"(17, 31, 8, 32, 8)"
"(5, 13, 10, 12, 7)"
"(31, 2, 25, 17, 26)"
"(18, 1, 27, 30, 11)"
"(21, 11, 11, 28, 19)"
"(23, 19, 15, 28, 19)"
"(12, 6, 26, 5, 23)"
"(8, 28, 11, 4, 31)"
"(33, 31, 13, 17, 26)"
"(6, 1, 29, 1, 17)"
"(9, 4, 8, 3, 16)"
"(15, 26, 30, 4, 16)"
"(10, 14, 21, 9, 7)"
"(26, 2, 21, 0, 0)"
"(14, 10, 27, 1, 2)"
"(18, 26, 11, 2, 22)"
"(2, 30, 1, 2, 12)"
"(22, 21, 32, 22, 1)"
"(21, 29, 16, 12, 21)"
"(25, 3, 25, 0, 23)"
