"(40, 49, 20, 2)"
"(35, 26, 19, 35)"
"(27, 25, 12, 21)"
"(14, 22, 0, 33)"
"(9, 31, 21, 36)"
"(44, 21, 39, 35)"
"(41, 19, 32, 28)"
"(31, 21, 27, 14)"
"(23, 18, 45, 9)"
"(11, 22, 1, 13)"
"(16, 43, 24, 45)"
"(21, 49, 49, 12)"
"(1, 4, 35, 22)"
"(54, 24, 30, 28)"
"(51, 44, 46, 30)"
"(52, 19, 5, 30)"
"(53, 15, 8, 34)"
"(35, 33, 47, 11)"
"(25, 48, 13, 52)"
"(45, 39, 51, 2)"
"(34, 23, 35, 36)"
"(14, 3, 36, 52)"
"(24, 17, 35, 16)"
"(45, 34, 0, 21)"
"(48, 54, 21, 46)"
"(34, 53, 7, 10)"
"(41, 29, 15, 10)"
"(37, 27, 51, 17)"
"(54, 35, 4, 7)"
"(30, 17, 55, 51)"
"(19, 6, 8, 32)"
"(4, 32, 37, 5)"
"(23, 31, 54, 18)"
"(9, 36, 31, 32)"
"(4, 45, 49, 32)"
"(31, 11, 42, 35)"
"(21, 46, 20, 19)"
"(48, 11, 54, 32)"
"(15, 17, 46, 24)"
"(6, 45, 29, 53)"
"(39, 11, 5, 35)"
"(28, 52, 38, 32)"
"(24, 35, 39, 46)"
"(47, 50, 36, 29)"
"(24, 23, 52, 43)"
"(2, 11, 43, 11)"
"(15, 18, 6, 25)"
"(18, 16, 40, 20)"
"(7, 37, 4, 14)"
"(49, 6, 5, 8)"
"(5, 9, 7, 16)"
"(47, 48, 10, 11)"
"(7, 34, 2, 45)"
"(12, 8, 42, 18)"
"(29, 42, 53, 52)"
"(45, 55, 50, 25)"
"(49, 36, 50, 22)"
"(30, 4, 40, 15)"
"(39, 52, 7, 37)"
"(41, 48, 9, 16)"
"(46, 48, 52, 10)"
"(32, 13, 35, 2)"
"(29, 15, 54, 51)"
"(1, 19, 50, 44)"
"(17, 0, 54, 24)"
"(52, 17, 15, 5)"
"(16, 15, 49, 55)"
"(47, 30, 40, 45)"
"(42, 50, 15, 39)"
"(3, 6, 20, 49)"
"(31, 5, 52, 36)"
"(31, 49, 0, 45)"
"(39, 24, 4, 32)"
"(8, 36, 37, 46)"
"(47, 53, 23, 7)"
"(9, 40, 46, 32)"
"(45, 4, 45, 30)"
"(55, 54, 18, 46)"
"(20, 50, 53, 8)"
"(43, 3, 47, 45)"
"(27, 29, 17, 15)"
"(32, 47, 36, 38)"
"(22, 38, 29, 22)"
"(48, 10, 20, 11)"
"(33, 38, 5, 47)"
"(55, 34, 42, 12)"
"(29, 6, 47, 51)"
"(31, 16, 9, 0)"
"(14, 22, 31, 19)"
"(49, 10, 26, 43)"
"(49, 36, 11, 33)"
"(29, 2, 41, 30)"
"(11, 47, 38, 39)"
"(6, 4, 32, 3)"
"(17, 6, 11, 29)"
"(21, 12, 11, 40)"
"(31, 24, 48, 10)"
"(14, 27, 39, 1)"
"(27, 4, 23, 18)"
"(21, 9, 50, 19)"
