"(91, 91)"
"(80, 39)"
"(56, 106)"
"(104, 94)"
"(4, 14)"
"(108, 47)"
"(8, 87)"
"(1, 49)"
"(117, 75)"
"(11, 68)"
"(108, 115)"
"(83, 81)"
"(90, 4)"
"(98, 40)"
"(4, 44)"
"(46, 39)"
"(100, 106)"
"(96, 92)"
"(51, 100)"
"(52, 80)"
"(57, 45)"
"(28, 3)"
"(22, 53)"
"(76, 98)"
"(69, 24)"
"(12, 25)"
"(64, 52)"
"(6, 60)"
"(36, 11)"
"(28, 96)"
"(20, 98)"
"(31, 56)"
"(26, 4)"
"(63, 95)"
"(68, 100)"
"(88, 28)"
"(78, 51)"
"(70, 43)"
"(65, 104)"
"(23, 92)"
"(64, 89)"
"(56, 100)"
"(101, 105)"
"(83, 2)"
"(92, 75)"
"(62, 90)"
"(100, 34)"
"(24, 28)"
"(72, 19)"
"(61, 11)"
"(32, 24)"
"(44, 78)"
"(78, 25)"
"(6, 2)"
"(107, 7)"
"(71, 19)"
"(48, 66)"
"(33, 1)"
"(38, 101)"
"(22, 84)"
"(74, 97)"
"(20, 110)"
"(97, 22)"
"(85, 74)"
"(107, 114)"
"(108, 98)"
"(48, 33)"
"(31, 8)"
"(98, 80)"
"(2, 57)"
"(81, 81)"
"(6, 58)"
"(47, 45)"
"(61, 40)"
"(47, 10)"
"(115, 51)"
"(24, 109)"
"(103, 22)"
"(108, 4)"
"(87, 69)"
"(14, 44)"
"(86, 93)"
"(65, 77)"
"(11, 93)"
"(19, 91)"
"(92, 111)"
"(112, 91)"
"(59, 37)"
"(4, 42)"
"(96, 23)"
"(115, 52)"
"(40, 24)"
"(27, 5)"
"(44, 78)"
"(48, 5)"
"(87, 10)"
"(14, 8)"
"(107, 100)"
"(40, 6)"
"(49, 19)"
