"(20, 16)"
"(12, 16)"
"(21, 12)"
"(1, 4)"
"(18, 22)"
"(13, 21)"
"(23, 23)"
"(25, 7)"
"(3, 17)"
"(8, 23)"
"(22, 18)"
"(19, 1)"
"(9, 26)"
"(22, 19)"
"(5, 5)"
"(12, 0)"
"(12, 9)"
"(19, 20)"
"(4, 23)"
"(0, 17)"
"(8, 1)"
"(18, 28)"
"(10, 15)"
"(3, 2)"
"(1, 27)"
"(19, 25)"
"(10, 16)"
"(0, 10)"
"(12, 25)"
"(11, 27)"
"(13, 2)"
"(5, 27)"
"(7, 27)"
"(7, 4)"
"(28, 16)"
"(5, 8)"
"(16, 20)"
"(15, 19)"
"(23, 24)"
"(6, 5)"
"(19, 27)"
"(26, 21)"
"(2, 12)"
"(23, 22)"
"(12, 20)"
"(21, 3)"
"(1, 10)"
"(6, 18)"
"(12, 15)"
"(14, 6)"
"(11, 19)"
"(23, 24)"
"(7, 11)"
"(17, 16)"
"(26, 13)"
"(21, 26)"
"(11, 5)"
"(11, 27)"
"(28, 5)"
"(23, 28)"
"(8, 18)"
"(26, 17)"
"(24, 2)"
"(0, 10)"
"(11, 27)"
"(16, 24)"
"(12, 4)"
"(23, 11)"
"(12, 23)"
"(21, 5)"
"(3, 6)"
"(9, 6)"
"(18, 20)"
"(12, 14)"
"(25, 8)"
"(6, 15)"
"(27, 3)"
"(21, 14)"
"(14, 5)"
"(23, 20)"
"(9, 16)"
"(16, 2)"
"(12, 14)"
"(17, 26)"
"(23, 18)"
"(26, 15)"
"(10, 19)"
"(7, 27)"
"(1, 8)"
"(15, 4)"
"(19, 17)"
"(28, 16)"
"(16, 11)"
"(16, 26)"
"(11, 2)"
"(6, 19)"
"(1, 25)"
"(17, 2)"
"(22, 7)"
"(1, 9)"
