"(33, 20)"
"(21, 40)"
"(87, 88)"
"(62, 41)"
"(13, 70)"
"(20, 72)"
"(69, 82)"
"(6, 99)"
"(3, 116)"
"(19, 111)"
"(35, 55)"
"(2, 38)"
"(50, 95)"
"(34, 85)"
"(48, 76)"
"(118, 17)"
"(14, 5)"
"(91, 81)"
"(78, 87)"
"(18, 66)"
"(77, 45)"
"(16, 29)"
"(2, 74)"
"(105, 13)"
"(5, 18)"
"(106, 6)"
"(71, 56)"
"(38, 87)"
"(90, 72)"
"(117, 76)"
"(115, 33)"
"(115, 70)"
"(54, 116)"
"(106, 72)"
"(84, 78)"
"(67, 70)"
"(51, 44)"
"(38, 12)"
"(28, 107)"
"(6, 89)"
"(11, 18)"
"(65, 118)"
"(41, 30)"
"(9, 89)"
"(60, 79)"
"(3, 105)"
"(78, 51)"
"(63, 33)"
"(82, 21)"
"(41, 90)"
"(47, 66)"
"(89, 89)"
"(12, 39)"
"(5, 89)"
"(51, 81)"
"(61, 24)"
"(87, 72)"
"(103, 116)"
"(96, 84)"
"(96, 6)"
"(119, 18)"
"(8, 4)"
"(66, 97)"
"(19, 96)"
"(111, 49)"
"(59, 68)"
"(18, 0)"
"(41, 117)"
"(26, 119)"
"(24, 49)"
"(65, 98)"
"(26, 48)"
"(77, 11)"
"(73, 118)"
"(112, 111)"
"(108, 0)"
"(81, 88)"
"(117, 112)"
"(11, 112)"
"(105, 0)"
"(6, 6)"
"(16, 48)"
"(52, 52)"
"(50, 116)"
"(65, 91)"
"(93, 113)"
"(12, 118)"
"(0, 71)"
"(29, 46)"
"(23, 78)"
"(67, 57)"
"(118, 7)"
"(37, 14)"
"(30, 48)"
"(18, 87)"
"(69, 62)"
"(53, 15)"
"(119, 45)"
"(116, 16)"
"(83, 114)"
