"(30, 15)"
"(31, 33)"
"(40, 45)"
"(15, 32)"
"(39, 23)"
"(40, 33)"
"(36, 41)"
"(9, 9)"
"(36, 23)"
"(17, 13)"
"(40, 38)"
"(4, 37)"
"(12, 27)"
"(13, 21)"
"(17, 19)"
"(19, 2)"
"(47, 1)"
"(42, 47)"
"(39, 6)"
"(25, 18)"
"(10, 27)"
"(42, 35)"
"(19, 36)"
"(14, 34)"
"(35, 42)"
"(36, 42)"
"(33, 46)"
"(7, 27)"
"(15, 34)"
"(22, 37)"
"(9, 3)"
"(4, 20)"
"(13, 9)"
"(21, 45)"
"(6, 2)"
"(10, 33)"
"(42, 21)"
"(34, 19)"
"(40, 40)"
"(16, 1)"
"(22, 7)"
"(39, 6)"
"(29, 16)"
"(41, 22)"
"(4, 30)"
"(24, 1)"
"(7, 21)"
"(45, 34)"
"(31, 31)"
"(16, 34)"
"(45, 4)"
"(14, 31)"
"(10, 7)"
"(1, 42)"
"(15, 15)"
"(40, 24)"
"(5, 33)"
"(44, 36)"
"(43, 10)"
"(27, 21)"
"(6, 44)"
"(33, 46)"
"(12, 24)"
"(4, 31)"
"(13, 30)"
"(15, 34)"
"(49, 49)"
"(20, 27)"
"(8, 43)"
"(36, 27)"
"(10, 32)"
"(35, 26)"
"(46, 39)"
"(46, 17)"
"(46, 6)"
"(24, 2)"
"(24, 15)"
"(43, 42)"
"(19, 38)"
"(22, 19)"
"(1, 29)"
"(0, 24)"
"(43, 4)"
"(43, 10)"
"(14, 7)"
"(37, 29)"
"(34, 16)"
"(47, 33)"
"(27, 15)"
"(35, 4)"
"(36, 24)"
"(3, 24)"
"(24, 15)"
"(29, 44)"
"(3, 7)"
"(47, 42)"
"(28, 31)"
"(3, 1)"
"(25, 21)"
"(21, 3)"
