"(205, 48)"
"(80, 201)"
"(206, 119)"
"(79, 24)"
"(100, 199)"
"(114, 132)"
"(45, 241)"
"(139, 75)"
"(122, 159)"
"(233, 122)"
"(167, 133)"
"(67, 100)"
"(191, 170)"
"(65, 126)"
"(135, 139)"
"(237, 42)"
"(103, 3)"
"(240, 164)"
"(232, 104)"
"(160, 68)"
"(128, 109)"
"(227, 129)"
"(37, 77)"
"(230, 175)"
"(50, 220)"
"(209, 15)"
"(226, 28)"
"(15, 53)"
"(52, 178)"
"(176, 9)"
"(77, 186)"
"(166, 116)"
"(40, 103)"
"(187, 59)"
"(47, 40)"
"(170, 91)"
"(196, 235)"
"(142, 150)"
"(70, 108)"
"(36, 165)"
"(204, 212)"
"(68, 5)"
"(215, 77)"
"(12, 40)"
"(139, 214)"
"(44, 55)"
"(73, 228)"
"(156, 131)"
"(238, 45)"
"(75, 203)"
"(94, 96)"
"(175, 210)"
"(215, 207)"
"(59, 19)"
"(137, 129)"
"(210, 77)"
"(190, 67)"
"(117, 169)"
"(87, 199)"
"(93, 68)"
"(231, 207)"
"(113, 158)"
"(199, 65)"
"(160, 53)"
"(158, 44)"
"(172, 159)"
"(62, 198)"
"(122, 141)"
"(136, 35)"
"(236, 86)"
"(102, 53)"
"(60, 11)"
"(170, 86)"
"(133, 121)"
"(101, 53)"
"(110, 128)"
"(107, 111)"
"(171, 227)"
"(94, 215)"
"(136, 74)"
"(153, 126)"
"(195, 193)"
"(35, 108)"
"(33, 74)"
"(0, 69)"
"(78, 36)"
"(52, 234)"
"(200, 195)"
"(227, 198)"
"(99, 10)"
"(84, 151)"
"(40, 65)"
"(135, 195)"
"(188, 91)"
"(162, 11)"
"(193, 22)"
"(52, 151)"
"(40, 107)"
"(236, 101)"
"(22, 163)"
