"(54, 37, 11)"
"(22, 3, 16)"
"(56, 50, 49)"
"(37, 45, 57)"
"(47, 20, 59)"
"(58, 46, 2)"
"(12, 10, 25)"
"(18, 33, 40)"
"(8, 59, 39)"
"(39, 6, 1)"
"(1, 6, 15)"
"(49, 50, 28)"
"(50, 20, 28)"
"(14, 22, 9)"
"(49, 19, 44)"
"(10, 48, 32)"
"(23, 29, 28)"
"(27, 34, 11)"
"(6, 30, 28)"
"(32, 43, 35)"
"(50, 11, 38)"
"(17, 24, 22)"
"(18, 38, 53)"
"(24, 7, 11)"
"(33, 37, 50)"
"(54, 37, 23)"
"(18, 24, 34)"
"(19, 55, 19)"
"(26, 46, 45)"
"(4, 43, 21)"
"(37, 48, 16)"
"(50, 20, 39)"
"(42, 51, 24)"
"(48, 41, 10)"
"(43, 21, 55)"
"(22, 14, 45)"
"(51, 13, 41)"
"(2, 42, 6)"
"(12, 11, 30)"
"(52, 36, 17)"
"(10, 53, 38)"
"(6, 42, 15)"
"(13, 52, 45)"
"(32, 12, 21)"
"(1, 57, 33)"
"(18, 5, 13)"
"(29, 30, 40)"
"(14, 19, 43)"
"(17, 11, 25)"
"(57, 11, 8)"
"(3, 0, 31)"
"(42, 59, 25)"
"(12, 32, 14)"
"(28, 34, 41)"
"(16, 50, 44)"
"(29, 26, 54)"
"(29, 5, 35)"
"(5, 2, 39)"
"(42, 55, 30)"
"(22, 15, 49)"
"(10, 44, 48)"
"(12, 33, 3)"
"(36, 58, 53)"
"(21, 14, 18)"
"(43, 59, 15)"
"(12, 9, 58)"
"(39, 58, 46)"
"(38, 26, 23)"
"(25, 24, 40)"
"(31, 49, 19)"
"(37, 50, 56)"
"(32, 59, 19)"
"(41, 13, 24)"
"(18, 18, 24)"
"(29, 43, 7)"
"(50, 59, 43)"
"(39, 39, 3)"
"(47, 28, 39)"
"(20, 45, 57)"
"(19, 49, 45)"
"(7, 35, 0)"
"(57, 40, 34)"
"(14, 52, 46)"
"(5, 34, 19)"
"(10, 5, 44)"
"(3, 17, 31)"
"(19, 27, 1)"
"(46, 17, 57)"
"(8, 19, 34)"
"(22, 23, 54)"
"(57, 55, 15)"
"(25, 57, 11)"
"(32, 50, 54)"
"(52, 27, 23)"
"(31, 56, 57)"
"(34, 47, 19)"
"(3, 53, 50)"
"(15, 2, 13)"
"(39, 1, 0)"
"(8, 52, 0)"
