"(15, 27, 37)"
"(6, 58, 16)"
"(0, 34, 48)"
"(63, 38, 57)"
"(7, 18, 39)"
"(49, 56, 49)"
"(48, 33, 11)"
"(38, 52, 56)"
"(40, 24, 43)"
"(43, 16, 4)"
"(2, 28, 29)"
"(7, 39, 18)"
"(45, 8, 29)"
"(30, 22, 12)"
"(56, 3, 45)"
"(10, 8, 45)"
"(11, 13, 6)"
"(24, 11, 13)"
"(37, 47, 62)"
"(39, 20, 49)"
"(53, 7, 4)"
"(16, 45, 30)"
"(18, 34, 48)"
"(55, 9, 65)"
"(54, 3, 54)"
"(45, 36, 32)"
"(29, 26, 14)"
"(46, 38, 44)"
"(33, 42, 54)"
"(59, 11, 13)"
"(59, 27, 29)"
"(57, 56, 2)"
"(19, 27, 62)"
"(18, 5, 61)"
"(35, 33, 11)"
"(65, 10, 41)"
"(15, 35, 5)"
"(20, 57, 23)"
"(11, 4, 43)"
"(23, 1, 49)"
"(9, 40, 38)"
"(65, 59, 37)"
"(61, 54, 5)"
"(49, 3, 14)"
"(62, 6, 40)"
"(34, 42, 26)"
"(41, 46, 50)"
"(61, 16, 64)"
"(36, 45, 52)"
"(65, 57, 18)"
"(60, 46, 13)"
"(65, 40, 56)"
"(63, 42, 26)"
"(48, 2, 50)"
"(11, 59, 44)"
"(9, 12, 21)"
"(37, 21, 64)"
"(58, 64, 33)"
"(64, 65, 20)"
"(43, 8, 10)"
"(37, 45, 50)"
"(39, 3, 19)"
"(55, 2, 58)"
"(37, 58, 47)"
"(4, 50, 60)"
"(57, 1, 48)"
"(24, 56, 50)"
"(19, 50, 31)"
"(17, 55, 2)"
"(50, 38, 6)"
"(12, 22, 40)"
"(34, 49, 11)"
"(24, 52, 21)"
"(43, 37, 14)"
"(12, 55, 62)"
"(42, 10, 64)"
"(52, 64, 14)"
"(41, 2, 19)"
"(65, 56, 37)"
"(38, 4, 4)"
"(41, 23, 0)"
"(52, 8, 43)"
"(0, 36, 42)"
"(15, 41, 17)"
"(52, 45, 24)"
"(45, 18, 31)"
"(17, 2, 9)"
"(28, 33, 50)"
"(65, 16, 58)"
"(63, 30, 64)"
"(38, 3, 26)"
"(9, 33, 22)"
"(0, 55, 30)"
"(25, 62, 55)"
"(3, 48, 27)"
"(19, 5, 15)"
"(55, 13, 20)"
"(14, 6, 21)"
"(26, 37, 33)"
"(39, 32, 28)"
