"(2, 43, 53)"
"(41, 40, 7)"
"(36, 11, 13)"
"(5, 55, 55)"
"(3, 53, 8)"
"(40, 58, 19)"
"(9, 36, 2)"
"(52, 40, 38)"
"(22, 45, 44)"
"(24, 40, 11)"
"(52, 40, 41)"
"(51, 18, 5)"
"(25, 20, 10)"
"(47, 35, 44)"
"(35, 39, 29)"
"(12, 9, 51)"
"(18, 32, 9)"
"(8, 31, 52)"
"(20, 39, 6)"
"(0, 41, 9)"
"(57, 53, 37)"
"(18, 35, 28)"
"(22, 34, 7)"
"(24, 52, 29)"
"(54, 6, 19)"
"(9, 12, 25)"
"(6, 5, 24)"
"(27, 10, 16)"
"(57, 35, 2)"
"(2, 43, 15)"
"(38, 5, 6)"
"(6, 37, 2)"
"(0, 11, 47)"
"(56, 41, 8)"
"(46, 44, 0)"
"(30, 7, 18)"
"(39, 23, 12)"
"(41, 48, 3)"
"(29, 26, 56)"
"(24, 19, 24)"
"(0, 29, 9)"
"(24, 34, 54)"
"(41, 11, 43)"
"(34, 7, 31)"
"(47, 37, 25)"
"(1, 11, 50)"
"(54, 27, 21)"
"(49, 57, 44)"
"(32, 45, 49)"
"(24, 23, 15)"
"(45, 39, 2)"
"(56, 44, 43)"
"(20, 29, 14)"
"(48, 29, 2)"
"(34, 47, 43)"
"(38, 5, 31)"
"(8, 40, 3)"
"(47, 10, 9)"
"(13, 52, 27)"
"(42, 58, 39)"
"(35, 49, 40)"
"(8, 46, 44)"
"(31, 30, 35)"
"(52, 24, 53)"
"(26, 9, 55)"
"(48, 54, 27)"
"(4, 4, 51)"
"(35, 8, 21)"
"(43, 7, 15)"
"(34, 51, 4)"
"(0, 41, 46)"
"(15, 19, 57)"
"(19, 34, 20)"
"(21, 53, 20)"
"(54, 5, 3)"
"(3, 17, 37)"
"(46, 2, 53)"
"(2, 20, 0)"
"(57, 15, 43)"
"(41, 35, 46)"
"(8, 22, 45)"
"(40, 44, 47)"
"(16, 6, 47)"
"(39, 31, 23)"
"(4, 18, 20)"
"(15, 35, 38)"
"(7, 26, 52)"
"(46, 58, 15)"
"(35, 20, 10)"
"(38, 55, 44)"
"(40, 10, 12)"
"(6, 9, 25)"
"(27, 21, 32)"
"(32, 19, 56)"
"(24, 16, 55)"
"(43, 55, 28)"
"(10, 33, 17)"
"(49, 48, 39)"
"(37, 54, 47)"
"(28, 9, 11)"
