"(19, 7, 39, 40, 41)"
"(21, 6, 31, 45, 18)"
"(32, 30, 21, 39, 25)"
"(22, 24, 33, 11, 24)"
"(21, 5, 38, 44, 14)"
"(34, 18, 30, 27, 1)"
"(21, 17, 18, 23, 27)"
"(11, 34, 9, 10, 11)"
"(24, 13, 47, 6, 1)"
"(3, 9, 7, 42, 39)"
"(23, 33, 29, 26, 11)"
"(46, 11, 19, 8, 9)"
"(11, 14, 11, 7, 40)"
"(13, 24, 34, 25, 41)"
"(8, 15, 41, 27, 0)"
"(22, 38, 43, 10, 31)"
"(33, 36, 43, 38, 37)"
"(18, 28, 20, 37, 41)"
"(37, 11, 25, 36, 20)"
"(22, 41, 6, 37, 35)"
"(14, 40, 1, 3, 41)"
"(30, 3, 5, 39, 44)"
"(4, 20, 34, 8, 0)"
"(44, 38, 25, 43, 22)"
"(30, 46, 18, 41, 19)"
"(7, 43, 28, 30, 33)"
"(4, 22, 6, 30, 41)"
"(31, 15, 26, 7, 46)"
"(30, 17, 46, 40, 20)"
"(47, 7, 41, 14, 9)"
"(47, 38, 35, 28, 35)"
"(33, 17, 25, 12, 21)"
"(15, 29, 25, 33, 4)"
"(15, 16, 15, 29, 13)"
"(31, 28, 46, 41, 33)"
"(26, 25, 29, 38, 16)"
"(33, 43, 40, 38, 7)"
"(43, 10, 5, 17, 47)"
"(7, 7, 39, 27, 7)"
"(17, 34, 22, 32, 4)"
"(12, 45, 47, 34, 46)"
"(11, 37, 37, 44, 25)"
"(12, 41, 25, 40, 21)"
"(36, 4, 47, 35, 30)"
"(45, 37, 43, 6, 30)"
"(7, 32, 45, 14, 5)"
"(34, 15, 42, 17, 43)"
"(2, 28, 5, 23, 9)"
"(22, 44, 32, 2, 20)"
"(27, 8, 14, 32, 18)"
"(47, 38, 37, 15, 8)"
"(18, 7, 14, 23, 15)"
"(16, 33, 36, 31, 13)"
"(42, 26, 31, 31, 31)"
"(22, 39, 9, 17, 13)"
"(42, 3, 13, 42, 12)"
"(6, 25, 19, 1, 4)"
"(17, 34, 38, 32, 17)"
"(24, 16, 17, 19, 40)"
"(27, 47, 5, 8, 6)"
"(15, 35, 13, 45, 25)"
"(37, 32, 23, 29, 29)"
"(39, 36, 6, 42, 27)"
"(15, 8, 0, 42, 27)"
"(7, 45, 33, 37, 13)"
"(43, 16, 44, 35, 42)"
"(15, 32, 31, 4, 23)"
"(32, 46, 11, 14, 44)"
"(4, 5, 34, 47, 38)"
"(47, 45, 3, 9, 12)"
"(9, 34, 4, 3, 33)"
"(15, 5, 33, 4, 46)"
"(45, 4, 15, 16, 23)"
"(42, 22, 29, 17, 3)"
"(29, 33, 47, 12, 41)"
"(43, 42, 44, 41, 12)"
"(18, 40, 8, 44, 39)"
"(14, 46, 21, 38, 47)"
"(10, 6, 21, 27, 8)"
"(36, 3, 47, 35, 15)"
"(18, 17, 0, 8, 44)"
"(36, 5, 41, 44, 28)"
"(28, 24, 22, 26, 3)"
"(37, 19, 14, 11, 39)"
"(30, 14, 13, 33, 37)"
"(3, 47, 12, 45, 6)"
"(15, 22, 3, 37, 28)"
"(43, 4, 26, 26, 10)"
"(17, 22, 19, 23, 16)"
"(26, 46, 7, 6, 32)"
"(43, 1, 40, 30, 41)"
"(38, 10, 15, 0, 14)"
"(29, 33, 13, 31, 1)"
"(43, 13, 39, 1, 28)"
"(15, 24, 6, 20, 40)"
"(35, 37, 38, 28, 27)"
"(26, 0, 47, 39, 16)"
"(28, 18, 6, 1, 13)"
"(31, 30, 16, 9, 21)"
"(41, 46, 6, 26, 44)"
