"(1, 17, 9)"
"(19, 4, 0)"
"(11, 8, 0)"
"(9, 21, 22)"
"(12, 18, 23)"
"(1, 5, 21)"
"(13, 4, 0)"
"(16, 1, 11)"
"(12, 26, 5)"
"(3, 12, 15)"
"(23, 21, 0)"
"(19, 13, 8)"
"(23, 9, 14)"
"(9, 6, 0)"
"(8, 7, 2)"
"(26, 24, 24)"
"(4, 2, 8)"
"(9, 13, 5)"
"(18, 16, 24)"
"(24, 26, 4)"
"(21, 26, 15)"
"(25, 8, 25)"
"(12, 2, 9)"
"(3, 16, 12)"
"(5, 16, 2)"
"(7, 4, 10)"
"(21, 15, 11)"
"(1, 18, 25)"
"(15, 2, 26)"
"(20, 5, 7)"
"(16, 17, 25)"
"(9, 24, 2)"
"(15, 8, 12)"
"(9, 10, 23)"
"(17, 13, 22)"
"(12, 26, 9)"
"(1, 8, 25)"
"(4, 20, 18)"
"(24, 23, 11)"
"(22, 8, 21)"
"(17, 26, 26)"
"(6, 9, 12)"
"(5, 12, 8)"
"(1, 20, 11)"
"(19, 25, 26)"
"(8, 14, 15)"
"(12, 26, 6)"
"(8, 9, 6)"
"(15, 25, 5)"
"(0, 1, 22)"
"(25, 10, 18)"
"(6, 21, 24)"
"(10, 2, 10)"
"(12, 21, 10)"
"(2, 24, 20)"
"(18, 24, 25)"
"(8, 11, 3)"
"(14, 21, 9)"
"(13, 5, 26)"
"(25, 22, 6)"
"(7, 11, 24)"
"(5, 3, 14)"
"(11, 21, 10)"
"(8, 6, 14)"
"(13, 25, 10)"
"(11, 11, 20)"
"(15, 20, 23)"
"(17, 7, 13)"
"(10, 2, 12)"
"(24, 0, 10)"
"(6, 3, 7)"
"(9, 19, 9)"
"(19, 26, 26)"
"(5, 20, 10)"
"(15, 19, 15)"
"(8, 12, 17)"
"(4, 26, 13)"
"(5, 16, 15)"
"(1, 17, 10)"
"(0, 21, 7)"
"(23, 21, 4)"
"(7, 3, 11)"
"(4, 20, 20)"
"(16, 10, 0)"
"(14, 8, 20)"
"(2, 8, 5)"
"(8, 9, 25)"
"(6, 10, 26)"
"(5, 22, 12)"
"(8, 20, 17)"
"(19, 22, 12)"
"(16, 10, 8)"
"(7, 18, 19)"
"(2, 8, 20)"
"(23, 20, 17)"
"(21, 13, 0)"
"(14, 26, 6)"
"(14, 4, 15)"
"(16, 5, 17)"
"(21, 0, 7)"
