"(32, 53, 9, 7)"
"(62, 16, 13, 50)"
"(30, 66, 21, 58)"
"(46, 34, 20, 20)"
"(11, 43, 28, 27)"
"(23, 18, 18, 34)"
"(38, 59, 58, 42)"
"(17, 10, 4, 61)"
"(51, 58, 4, 34)"
"(54, 60, 23, 31)"
"(30, 51, 11, 55)"
"(49, 10, 29, 23)"
"(68, 38, 52, 28)"
"(6, 37, 26, 63)"
"(18, 6, 60, 30)"
"(2, 26, 30, 55)"
"(65, 53, 62, 22)"
"(39, 20, 40, 21)"
"(29, 52, 41, 0)"
"(58, 35, 58, 34)"
"(4, 41, 28, 61)"
"(29, 30, 58, 16)"
"(63, 45, 9, 64)"
"(4, 27, 60, 14)"
"(31, 0, 65, 1)"
"(41, 6, 17, 25)"
"(43, 65, 42, 7)"
"(46, 55, 43, 56)"
"(18, 12, 19, 38)"
"(22, 3, 54, 29)"
"(62, 20, 41, 58)"
"(52, 24, 58, 30)"
"(4, 66, 9, 49)"
"(44, 31, 39, 29)"
"(8, 8, 60, 62)"
"(19, 19, 57, 53)"
"(13, 18, 35, 0)"
"(37, 29, 16, 19)"
"(67, 25, 57, 11)"
"(48, 48, 35, 26)"
"(52, 44, 63, 31)"
"(40, 28, 7, 51)"
"(16, 15, 61, 49)"
"(55, 2, 50, 55)"
"(30, 21, 3, 5)"
"(50, 8, 27, 47)"
"(28, 24, 34, 20)"
"(52, 10, 2, 11)"
"(26, 50, 39, 26)"
"(34, 12, 37, 45)"
"(22, 44, 22, 1)"
"(57, 8, 47, 24)"
"(12, 19, 4, 23)"
"(34, 6, 1, 2)"
"(36, 17, 34, 61)"
"(32, 49, 23, 68)"
"(3, 68, 14, 33)"
"(40, 35, 24, 31)"
"(36, 30, 23, 51)"
"(14, 64, 45, 10)"
"(15, 68, 12, 48)"
"(28, 4, 41, 67)"
"(63, 34, 57, 37)"
"(64, 65, 66, 66)"
"(12, 4, 65, 32)"
"(51, 27, 51, 62)"
"(30, 52, 67, 0)"
"(65, 49, 65, 2)"
"(62, 8, 25, 61)"
"(9, 38, 54, 11)"
"(37, 0, 2, 5)"
"(37, 49, 63, 55)"
"(57, 57, 39, 2)"
"(32, 8, 15, 5)"
"(11, 34, 15, 51)"
"(9, 67, 48, 30)"
"(20, 32, 6, 1)"
"(16, 25, 23, 65)"
"(29, 54, 62, 49)"
"(25, 56, 46, 25)"
"(0, 15, 67, 27)"
"(37, 4, 52, 67)"
"(9, 9, 8, 22)"
"(49, 68, 16, 37)"
"(11, 32, 40, 16)"
"(57, 49, 20, 43)"
"(43, 29, 30, 26)"
"(57, 57, 32, 56)"
"(67, 64, 29, 18)"
"(4, 6, 67, 63)"
"(35, 15, 39, 46)"
"(54, 13, 1, 40)"
"(24, 45, 13, 64)"
"(4, 34, 24, 15)"
"(40, 3, 61, 28)"
"(49, 1, 31, 6)"
"(47, 1, 8, 7)"
"(47, 22, 68, 46)"
"(21, 23, 34, 63)"
"(60, 29, 52, 57)"
