"(43, 26, 35, 39)"
"(1, 6, 19, 5)"
"(18, 22, 33, 26)"
"(39, 14, 37, 36)"
"(39, 30, 6, 4)"
"(41, 42, 23, 32)"
"(15, 7, 25, 30)"
"(40, 22, 7, 33)"
"(28, 38, 22, 5)"
"(11, 6, 3, 27)"
"(21, 10, 18, 38)"
"(29, 27, 17, 35)"
"(27, 33, 19, 14)"
"(31, 41, 8, 43)"
"(0, 4, 41, 10)"
"(21, 38, 15, 44)"
"(32, 30, 35, 39)"
"(10, 8, 2, 15)"
"(32, 29, 13, 36)"
"(33, 31, 40, 7)"
"(14, 15, 24, 7)"
"(31, 11, 41, 28)"
"(26, 40, 44, 33)"
"(28, 25, 34, 26)"
"(31, 42, 3, 1)"
"(38, 30, 19, 25)"
"(29, 38, 28, 13)"
"(6, 42, 44, 36)"
"(9, 43, 27, 36)"
"(2, 38, 29, 39)"
"(27, 20, 34, 14)"
"(1, 27, 18, 19)"
"(40, 27, 8, 18)"
"(23, 13, 15, 2)"
"(19, 8, 15, 18)"
"(24, 1, 26, 12)"
"(18, 36, 34, 33)"
"(16, 27, 4, 25)"
"(30, 9, 18, 28)"
"(34, 10, 15, 20)"
"(44, 6, 13, 15)"
"(2, 27, 28, 1)"
"(3, 22, 2, 21)"
"(42, 6, 33, 11)"
"(0, 33, 23, 13)"
"(27, 41, 39, 43)"
"(2, 5, 9, 15)"
"(39, 34, 33, 39)"
"(12, 35, 6, 20)"
"(25, 18, 23, 7)"
"(22, 31, 44, 28)"
"(19, 44, 2, 4)"
"(16, 19, 21, 23)"
"(11, 31, 33, 32)"
"(29, 44, 15, 37)"
"(18, 33, 40, 31)"
"(30, 16, 37, 39)"
"(40, 10, 23, 19)"
"(39, 24, 15, 42)"
"(39, 22, 34, 21)"
"(34, 33, 36, 15)"
"(3, 42, 14, 41)"
"(36, 43, 33, 3)"
"(32, 2, 36, 42)"
"(9, 39, 28, 11)"
"(34, 33, 35, 38)"
"(20, 15, 19, 2)"
"(5, 34, 10, 33)"
"(12, 41, 35, 3)"
"(40, 17, 6, 3)"
"(35, 10, 29, 44)"
"(44, 3, 24, 34)"
"(32, 15, 44, 44)"
"(39, 3, 21, 9)"
"(18, 33, 28, 7)"
"(25, 30, 39, 12)"
"(23, 25, 19, 25)"
"(41, 10, 18, 37)"
"(15, 39, 44, 34)"
"(42, 28, 42, 38)"
"(8, 2, 35, 26)"
"(5, 14, 44, 1)"
"(40, 7, 3, 39)"
"(18, 30, 24, 6)"
"(29, 25, 35, 41)"
"(3, 15, 14, 44)"
"(11, 13, 2, 25)"
"(19, 2, 14, 6)"
"(32, 3, 44, 2)"
"(35, 15, 7, 21)"
"(37, 17, 36, 20)"
"(12, 7, 39, 21)"
"(22, 25, 8, 10)"
"(16, 22, 18, 7)"
"(6, 5, 19, 17)"
"(26, 7, 15, 10)"
"(14, 28, 19, 1)"
"(18, 37, 42, 44)"
"(4, 8, 1, 9)"
"(34, 17, 0, 42)"
