"(170, 51)"
"(214, 79)"
"(165, 125)"
"(121, 159)"
"(166, 117)"
"(86, 19)"
"(53, 49)"
"(15, 159)"
"(108, 171)"
"(190, 152)"
"(67, 123)"
"(216, 93)"
"(68, 136)"
"(191, 94)"
"(1, 54)"
"(88, 101)"
"(112, 79)"
"(219, 34)"
"(11, 48)"
"(111, 44)"
"(71, 47)"
"(37, 194)"
"(164, 31)"
"(96, 158)"
"(161, 71)"
"(84, 194)"
"(185, 189)"
"(211, 169)"
"(40, 27)"
"(120, 39)"
"(95, 74)"
"(135, 48)"
"(156, 93)"
"(69, 216)"
"(132, 52)"
"(132, 5)"
"(199, 167)"
"(111, 148)"
"(114, 2)"
"(22, 159)"
"(161, 89)"
"(123, 204)"
"(190, 141)"
"(146, 120)"
"(178, 150)"
"(187, 110)"
"(56, 146)"
"(133, 195)"
"(140, 137)"
"(75, 181)"
"(117, 211)"
"(75, 138)"
"(141, 113)"
"(182, 186)"
"(165, 25)"
"(89, 16)"
"(138, 201)"
"(26, 188)"
"(84, 80)"
"(184, 142)"
"(39, 68)"
"(116, 23)"
"(38, 210)"
"(174, 59)"
"(79, 189)"
"(11, 12)"
"(151, 181)"
"(64, 208)"
"(181, 203)"
"(0, 196)"
"(159, 78)"
"(210, 203)"
"(54, 187)"
"(90, 108)"
"(166, 148)"
"(124, 150)"
"(213, 145)"
"(126, 88)"
"(179, 59)"
"(96, 87)"
"(156, 152)"
"(22, 111)"
"(141, 88)"
"(135, 185)"
"(92, 194)"
"(75, 210)"
"(32, 83)"
"(0, 189)"
"(134, 6)"
"(144, 95)"
"(63, 171)"
"(90, 12)"
"(148, 217)"
"(164, 168)"
"(98, 167)"
"(109, 102)"
"(134, 64)"
"(126, 102)"
"(144, 82)"
"(17, 23)"
