"(252, 295)"
"(205, 284)"
"(328, 17)"
"(146, 35)"
"(136, 223)"
"(51, 116)"
"(280, 179)"
"(116, 13)"
"(214, 332)"
"(292, 66)"
"(40, 293)"
"(127, 37)"
"(99, 148)"
"(22, 164)"
"(122, 308)"
"(138, 280)"
"(35, 338)"
"(40, 229)"
"(64, 0)"
"(240, 94)"
"(37, 316)"
"(36, 14)"
"(149, 27)"
"(81, 48)"
"(105, 319)"
"(249, 40)"
"(232, 91)"
"(292, 244)"
"(112, 203)"
"(246, 341)"
"(101, 80)"
"(199, 94)"
"(191, 250)"
"(123, 148)"
"(314, 74)"
"(113, 101)"
"(156, 226)"
"(247, 330)"
"(47, 48)"
"(269, 50)"
"(271, 102)"
"(281, 104)"
"(6, 288)"
"(4, 164)"
"(64, 206)"
"(130, 335)"
"(21, 42)"
"(291, 240)"
"(158, 299)"
"(285, 40)"
"(9, 249)"
"(191, 319)"
"(273, 156)"
"(145, 12)"
"(114, 239)"
"(84, 271)"
"(280, 285)"
"(145, 28)"
"(66, 149)"
"(195, 265)"
"(88, 311)"
"(179, 11)"
"(151, 19)"
"(86, 154)"
"(280, 224)"
"(109, 329)"
"(234, 13)"
"(177, 309)"
"(211, 255)"
"(285, 169)"
"(178, 59)"
"(74, 197)"
"(52, 164)"
"(305, 247)"
"(248, 138)"
"(105, 120)"
"(291, 101)"
"(111, 305)"
"(98, 136)"
"(212, 245)"
"(69, 182)"
"(101, 245)"
"(143, 172)"
"(110, 188)"
"(27, 69)"
"(72, 306)"
"(10, 11)"
"(185, 230)"
"(200, 70)"
"(140, 166)"
"(18, 256)"
"(171, 322)"
"(235, 110)"
"(196, 66)"
"(178, 90)"
"(134, 121)"
"(323, 150)"
"(245, 30)"
"(189, 30)"
"(41, 46)"
