"(28, 30)"
"(30, 16)"
"(34, 33)"
"(36, 26)"
"(33, 29)"
"(26, 31)"
"(40, 20)"
"(27, 10)"
"(39, 12)"
"(21, 1)"
"(19, 10)"
"(32, 28)"
"(20, 12)"
"(11, 36)"
"(8, 36)"
"(30, 11)"
"(5, 22)"
"(34, 36)"
"(17, 14)"
"(25, 33)"
"(15, 22)"
"(21, 36)"
"(24, 24)"
"(13, 15)"
"(35, 38)"
"(13, 20)"
"(31, 33)"
"(29, 11)"
"(30, 0)"
"(25, 38)"
"(4, 25)"
"(20, 8)"
"(33, 6)"
"(13, 21)"
"(24, 27)"
"(21, 29)"
"(31, 36)"
"(10, 4)"
"(23, 8)"
"(37, 8)"
"(11, 13)"
"(7, 23)"
"(19, 10)"
"(22, 4)"
"(36, 38)"
"(6, 17)"
"(5, 10)"
"(13, 19)"
"(4, 29)"
"(13, 4)"
"(1, 27)"
"(18, 26)"
"(15, 16)"
"(6, 36)"
"(18, 18)"
"(35, 39)"
"(8, 25)"
"(31, 30)"
"(35, 34)"
"(35, 28)"
"(20, 36)"
"(11, 38)"
"(39, 32)"
"(16, 33)"
"(29, 3)"
"(29, 12)"
"(20, 23)"
"(10, 37)"
"(34, 7)"
"(33, 4)"
"(14, 8)"
"(36, 21)"
"(24, 9)"
"(21, 18)"
"(1, 4)"
"(21, 11)"
"(23, 21)"
"(7, 21)"
"(19, 37)"
"(5, 25)"
"(22, 3)"
"(13, 17)"
"(40, 11)"
"(22, 1)"
"(26, 35)"
"(19, 26)"
"(30, 34)"
"(38, 26)"
"(6, 3)"
"(14, 18)"
"(36, 27)"
"(13, 20)"
"(0, 30)"
"(23, 37)"
"(8, 0)"
"(39, 39)"
"(4, 15)"
"(29, 37)"
"(7, 26)"
"(4, 14)"
