"(213, 53)"
"(109, 203)"
"(22, 35)"
"(94, 219)"
"(208, 221)"
"(80, 57)"
"(50, 64)"
"(205, 143)"
"(155, 198)"
"(89, 226)"
"(195, 67)"
"(161, 9)"
"(36, 75)"
"(28, 246)"
"(229, 59)"
"(24, 35)"
"(178, 215)"
"(105, 94)"
"(240, 74)"
"(217, 6)"
"(48, 226)"
"(178, 138)"
"(154, 77)"
"(161, 185)"
"(182, 11)"
"(220, 232)"
"(137, 179)"
"(17, 115)"
"(233, 206)"
"(15, 26)"
"(60, 247)"
"(138, 136)"
"(202, 248)"
"(38, 193)"
"(143, 204)"
"(121, 241)"
"(242, 145)"
"(248, 175)"
"(42, 22)"
"(13, 43)"
"(241, 196)"
"(220, 120)"
"(91, 181)"
"(168, 144)"
"(173, 29)"
"(10, 101)"
"(144, 138)"
"(185, 69)"
"(16, 171)"
"(239, 204)"
"(246, 9)"
"(34, 97)"
"(35, 64)"
"(78, 8)"
"(108, 91)"
"(149, 115)"
"(225, 58)"
"(14, 118)"
"(215, 168)"
"(102, 157)"
"(166, 169)"
"(36, 185)"
"(34, 240)"
"(133, 5)"
"(212, 37)"
"(241, 76)"
"(145, 205)"
"(223, 234)"
"(240, 1)"
"(193, 67)"
"(190, 102)"
"(70, 184)"
"(224, 77)"
"(19, 154)"
"(110, 202)"
"(104, 217)"
"(227, 211)"
"(199, 164)"
"(47, 241)"
"(42, 22)"
"(62, 92)"
"(129, 21)"
"(151, 241)"
"(230, 86)"
"(38, 252)"
"(76, 192)"
"(159, 52)"
"(134, 236)"
"(66, 196)"
"(109, 39)"
"(90, 12)"
"(117, 91)"
"(153, 100)"
"(173, 28)"
"(44, 6)"
"(167, 224)"
"(188, 236)"
"(105, 193)"
"(62, 207)"
"(161, 62)"
