"(80, 90)"
"(3, 19)"
"(101, 34)"
"(52, 108)"
"(90, 65)"
"(35, 28)"
"(95, 96)"
"(97, 2)"
"(101, 16)"
"(27, 46)"
"(66, 42)"
"(46, 91)"
"(53, 26)"
"(112, 7)"
"(116, 66)"
"(135, 96)"
"(7, 47)"
"(25, 129)"
"(134, 1)"
"(1, 94)"
"(90, 96)"
"(69, 80)"
"(79, 87)"
"(133, 105)"
"(115, 72)"
"(123, 71)"
"(14, 8)"
"(43, 118)"
"(130, 27)"
"(71, 65)"
"(123, 57)"
"(109, 107)"
"(95, 18)"
"(40, 33)"
"(134, 103)"
"(90, 26)"
"(125, 107)"
"(91, 126)"
"(44, 78)"
"(99, 54)"
"(52, 47)"
"(111, 90)"
"(46, 64)"
"(73, 97)"
"(87, 76)"
"(107, 32)"
"(86, 26)"
"(23, 62)"
"(59, 66)"
"(21, 83)"
"(79, 49)"
"(128, 63)"
"(126, 46)"
"(112, 112)"
"(28, 73)"
"(56, 107)"
"(22, 58)"
"(44, 110)"
"(33, 15)"
"(66, 122)"
"(63, 11)"
"(50, 119)"
"(73, 130)"
"(107, 35)"
"(22, 31)"
"(41, 68)"
"(38, 133)"
"(33, 62)"
"(113, 125)"
"(31, 31)"
"(21, 83)"
"(6, 10)"
"(120, 19)"
"(92, 45)"
"(23, 112)"
"(14, 113)"
"(33, 98)"
"(29, 110)"
"(46, 97)"
"(50, 49)"
"(52, 72)"
"(102, 114)"
"(75, 72)"
"(88, 105)"
"(53, 1)"
"(99, 112)"
"(31, 55)"
"(97, 59)"
"(50, 34)"
"(16, 129)"
"(76, 135)"
"(103, 109)"
"(124, 115)"
"(68, 132)"
"(43, 70)"
"(1, 1)"
"(121, 117)"
"(132, 22)"
"(11, 123)"
"(129, 130)"
