"(30, 14)"
"(5, 10)"
"(19, 0)"
"(16, 18)"
"(31, 4)"
"(19, 9)"
"(31, 0)"
"(6, 17)"
"(10, 29)"
"(13, 30)"
"(26, 18)"
"(0, 8)"
"(11, 23)"
"(19, 5)"
"(24, 17)"
"(28, 20)"
"(32, 32)"
"(3, 7)"
"(6, 5)"
"(18, 15)"
"(21, 17)"
"(4, 29)"
"(5, 4)"
"(28, 19)"
"(8, 1)"
"(6, 27)"
"(20, 24)"
"(0, 15)"
"(13, 4)"
"(17, 14)"
"(34, 14)"
"(23, 8)"
"(25, 21)"
"(26, 26)"
"(4, 13)"
"(19, 32)"
"(26, 11)"
"(21, 4)"
"(7, 20)"
"(7, 8)"
"(8, 4)"
"(12, 33)"
"(24, 1)"
"(25, 3)"
"(31, 27)"
"(20, 18)"
"(23, 30)"
"(25, 34)"
"(29, 5)"
"(34, 25)"
"(7, 5)"
"(11, 24)"
"(6, 20)"
"(11, 4)"
"(27, 30)"
"(20, 16)"
"(30, 16)"
"(6, 8)"
"(5, 2)"
"(11, 0)"
"(7, 30)"
"(31, 20)"
"(27, 17)"
"(21, 9)"
"(31, 8)"
"(33, 19)"
"(29, 26)"
"(10, 20)"
"(2, 16)"
"(12, 33)"
"(0, 17)"
"(9, 21)"
"(11, 22)"
"(17, 22)"
"(8, 12)"
"(34, 14)"
"(27, 33)"
"(14, 33)"
"(23, 8)"
"(33, 31)"
"(24, 33)"
"(12, 24)"
"(15, 19)"
"(20, 5)"
"(26, 29)"
"(0, 19)"
"(1, 24)"
"(12, 32)"
"(13, 23)"
"(19, 11)"
"(10, 18)"
"(7, 11)"
"(33, 12)"
"(6, 32)"
"(27, 22)"
"(11, 25)"
"(27, 27)"
"(14, 19)"
"(9, 18)"
"(26, 8)"
