"(18, 17)"
"(1, 15)"
"(63, 52)"
"(40, 32)"
"(72, 44)"
"(70, 78)"
"(56, 68)"
"(46, 69)"
"(4, 25)"
"(42, 82)"
"(1, 19)"
"(31, 35)"
"(69, 12)"
"(83, 10)"
"(74, 76)"
"(86, 15)"
"(69, 31)"
"(41, 5)"
"(77, 87)"
"(39, 70)"
"(89, 7)"
"(91, 49)"
"(70, 86)"
"(10, 25)"
"(71, 58)"
"(8, 55)"
"(3, 64)"
"(5, 85)"
"(46, 61)"
"(72, 36)"
"(16, 53)"
"(73, 1)"
"(33, 57)"
"(33, 10)"
"(8, 84)"
"(79, 15)"
"(31, 40)"
"(69, 33)"
"(89, 81)"
"(51, 34)"
"(91, 87)"
"(33, 74)"
"(14, 25)"
"(9, 34)"
"(41, 49)"
"(59, 59)"
"(6, 59)"
"(35, 0)"
"(37, 15)"
"(25, 10)"
"(34, 88)"
"(62, 78)"
"(10, 77)"
"(36, 31)"
"(43, 91)"
"(14, 44)"
"(8, 1)"
"(11, 4)"
"(77, 14)"
"(43, 36)"
"(36, 70)"
"(46, 23)"
"(50, 12)"
"(14, 8)"
"(58, 80)"
"(25, 71)"
"(26, 68)"
"(43, 56)"
"(2, 70)"
"(46, 42)"
"(21, 43)"
"(55, 33)"
"(83, 29)"
"(66, 32)"
"(60, 36)"
"(13, 2)"
"(57, 70)"
"(83, 67)"
"(29, 45)"
"(38, 53)"
"(20, 48)"
"(25, 69)"
"(86, 13)"
"(24, 30)"
"(6, 69)"
"(61, 44)"
"(36, 18)"
"(84, 76)"
"(2, 42)"
"(52, 13)"
"(81, 72)"
"(4, 64)"
"(47, 15)"
"(45, 64)"
"(51, 34)"
"(60, 29)"
"(71, 59)"
"(7, 28)"
"(37, 38)"
"(60, 16)"
