"(11, 33)"
"(29, 27)"
"(46, 2)"
"(14, 62)"
"(34, 16)"
"(42, 6)"
"(21, 10)"
"(17, 30)"
"(40, 61)"
"(68, 6)"
"(22, 65)"
"(42, 30)"
"(22, 67)"
"(40, 14)"
"(68, 36)"
"(36, 61)"
"(14, 12)"
"(55, 25)"
"(28, 3)"
"(40, 12)"
"(48, 32)"
"(6, 34)"
"(48, 1)"
"(44, 42)"
"(44, 3)"
"(10, 42)"
"(51, 66)"
"(14, 42)"
"(17, 49)"
"(33, 58)"
"(10, 38)"
"(23, 42)"
"(12, 35)"
"(39, 46)"
"(40, 23)"
"(49, 54)"
"(9, 54)"
"(35, 48)"
"(32, 40)"
"(44, 66)"
"(4, 47)"
"(31, 14)"
"(48, 20)"
"(54, 18)"
"(19, 33)"
"(35, 32)"
"(42, 33)"
"(57, 60)"
"(16, 17)"
"(38, 27)"
"(15, 66)"
"(23, 64)"
"(67, 49)"
"(59, 42)"
"(5, 8)"
"(1, 18)"
"(67, 34)"
"(52, 39)"
"(18, 15)"
"(0, 32)"
"(23, 51)"
"(67, 43)"
"(61, 52)"
"(20, 22)"
"(48, 31)"
"(48, 39)"
"(61, 17)"
"(4, 17)"
"(8, 42)"
"(3, 59)"
"(27, 61)"
"(65, 17)"
"(4, 30)"
"(40, 47)"
"(3, 11)"
"(13, 40)"
"(62, 24)"
"(16, 15)"
"(21, 44)"
"(8, 49)"
"(40, 29)"
"(18, 32)"
"(13, 12)"
"(57, 3)"
"(16, 53)"
"(49, 58)"
"(10, 46)"
"(5, 58)"
"(46, 32)"
"(47, 55)"
"(43, 51)"
"(34, 26)"
"(26, 26)"
"(7, 49)"
"(59, 55)"
"(0, 8)"
"(50, 6)"
"(2, 63)"
"(21, 1)"
"(50, 16)"
