"(2, 14)"
"(16, 7)"
"(31, 33)"
"(33, 26)"
"(5, 31)"
"(13, 3)"
"(15, 12)"
"(8, 16)"
"(19, 18)"
"(20, 10)"
"(28, 13)"
"(30, 15)"
"(21, 9)"
"(20, 23)"
"(28, 5)"
"(33, 5)"
"(25, 0)"
"(0, 17)"
"(2, 16)"
"(12, 22)"
"(27, 7)"
"(12, 25)"
"(8, 21)"
"(12, 32)"
"(20, 22)"
"(6, 11)"
"(20, 29)"
"(33, 26)"
"(1, 0)"
"(21, 6)"
"(6, 8)"
"(1, 15)"
"(15, 11)"
"(18, 20)"
"(21, 25)"
"(11, 33)"
"(25, 11)"
"(25, 28)"
"(4, 29)"
"(28, 2)"
"(9, 30)"
"(7, 31)"
"(7, 12)"
"(33, 9)"
"(19, 32)"
"(26, 4)"
"(22, 26)"
"(8, 30)"
"(16, 32)"
"(10, 20)"
"(18, 17)"
"(4, 12)"
"(30, 4)"
"(16, 33)"
"(10, 20)"
"(9, 26)"
"(25, 28)"
"(20, 17)"
"(32, 3)"
"(3, 28)"
"(27, 16)"
"(4, 28)"
"(8, 30)"
"(23, 23)"
"(9, 8)"
"(29, 13)"
"(19, 31)"
"(8, 18)"
"(5, 15)"
"(25, 30)"
"(0, 4)"
"(33, 8)"
"(23, 18)"
"(21, 32)"
"(3, 1)"
"(19, 32)"
"(28, 17)"
"(21, 10)"
"(31, 0)"
"(32, 19)"
"(15, 10)"
"(11, 30)"
"(26, 18)"
"(5, 22)"
"(28, 16)"
"(6, 27)"
"(15, 5)"
"(27, 8)"
"(18, 12)"
"(30, 1)"
"(2, 6)"
"(26, 4)"
"(30, 14)"
"(29, 8)"
"(6, 0)"
"(4, 30)"
"(29, 28)"
"(20, 14)"
"(3, 26)"
"(13, 18)"
