"(129, 72)"
"(97, 76)"
"(99, 137)"
"(162, 89)"
"(40, 223)"
"(153, 195)"
"(72, 220)"
"(111, 132)"
"(175, 139)"
"(197, 230)"
"(236, 176)"
"(211, 97)"
"(56, 133)"
"(112, 199)"
"(226, 135)"
"(204, 236)"
"(130, 222)"
"(1, 222)"
"(192, 56)"
"(210, 133)"
"(91, 213)"
"(128, 56)"
"(105, 222)"
"(153, 3)"
"(204, 10)"
"(121, 39)"
"(51, 112)"
"(3, 201)"
"(16, 142)"
"(102, 32)"
"(160, 29)"
"(59, 52)"
"(169, 67)"
"(52, 204)"
"(99, 132)"
"(120, 19)"
"(56, 167)"
"(32, 31)"
"(91, 225)"
"(168, 119)"
"(215, 113)"
"(243, 51)"
"(209, 2)"
"(26, 107)"
"(182, 222)"
"(62, 234)"
"(59, 173)"
"(170, 126)"
"(39, 69)"
"(16, 128)"
"(67, 31)"
"(190, 73)"
"(169, 30)"
"(43, 38)"
"(226, 168)"
"(69, 230)"
"(130, 175)"
"(82, 57)"
"(144, 186)"
"(27, 181)"
"(184, 21)"
"(201, 179)"
"(138, 95)"
"(175, 183)"
"(175, 241)"
"(145, 70)"
"(139, 43)"
"(38, 196)"
"(193, 85)"
"(243, 156)"
"(243, 53)"
"(114, 233)"
"(191, 64)"
"(167, 83)"
"(147, 128)"
"(244, 82)"
"(65, 10)"
"(158, 212)"
"(220, 62)"
"(13, 62)"
"(87, 13)"
"(174, 105)"
"(78, 136)"
"(61, 181)"
"(27, 105)"
"(236, 125)"
"(224, 234)"
"(137, 59)"
"(67, 14)"
"(210, 132)"
"(220, 108)"
"(126, 170)"
"(154, 80)"
"(234, 241)"
"(75, 3)"
"(25, 160)"
"(37, 7)"
"(19, 192)"
"(24, 74)"
"(102, 190)"
