"(173, 184)"
"(249, 95)"
"(206, 144)"
"(60, 40)"
"(220, 176)"
"(18, 299)"
"(47, 60)"
"(187, 294)"
"(75, 106)"
"(137, 39)"
"(53, 49)"
"(171, 160)"
"(63, 59)"
"(242, 288)"
"(102, 289)"
"(262, 224)"
"(171, 262)"
"(171, 150)"
"(27, 244)"
"(309, 49)"
"(66, 269)"
"(309, 147)"
"(121, 114)"
"(15, 112)"
"(98, 304)"
"(125, 211)"
"(87, 274)"
"(292, 267)"
"(6, 250)"
"(292, 119)"
"(119, 228)"
"(131, 82)"
"(44, 0)"
"(246, 113)"
"(297, 48)"
"(304, 30)"
"(198, 4)"
"(165, 243)"
"(164, 308)"
"(13, 297)"
"(213, 254)"
"(81, 148)"
"(136, 36)"
"(39, 226)"
"(270, 212)"
"(178, 180)"
"(307, 165)"
"(81, 12)"
"(191, 263)"
"(212, 235)"
"(218, 151)"
"(214, 119)"
"(96, 102)"
"(10, 215)"
"(4, 43)"
"(19, 281)"
"(72, 48)"
"(115, 84)"
"(230, 68)"
"(232, 272)"
"(93, 182)"
"(41, 301)"
"(138, 96)"
"(34, 60)"
"(97, 176)"
"(64, 215)"
"(61, 47)"
"(229, 122)"
"(62, 156)"
"(209, 186)"
"(165, 249)"
"(218, 135)"
"(269, 274)"
"(271, 0)"
"(181, 50)"
"(44, 133)"
"(179, 68)"
"(221, 271)"
"(186, 17)"
"(263, 180)"
"(152, 225)"
"(3, 272)"
"(264, 302)"
"(135, 240)"
"(115, 241)"
"(34, 39)"
"(12, 210)"
"(110, 304)"
"(249, 82)"
"(231, 263)"
"(143, 100)"
"(281, 179)"
"(299, 87)"
"(120, 91)"
"(4, 175)"
"(155, 62)"
"(190, 213)"
"(169, 255)"
"(275, 294)"
"(117, 225)"
