"(24, 14, 14, 59)"
"(59, 8, 15, 18)"
"(14, 49, 23, 55)"
"(24, 39, 28, 48)"
"(2, 51, 36, 50)"
"(39, 53, 11, 33)"
"(62, 12, 3, 44)"
"(17, 17, 41, 40)"
"(54, 41, 58, 57)"
"(62, 32, 45, 4)"
"(43, 8, 31, 47)"
"(3, 23, 57, 12)"
"(9, 46, 5, 14)"
"(58, 28, 37, 16)"
"(30, 37, 6, 58)"
"(18, 12, 47, 59)"
"(17, 22, 49, 7)"
"(40, 1, 55, 25)"
"(56, 27, 2, 7)"
"(8, 57, 6, 55)"
"(6, 53, 24, 9)"
"(52, 54, 27, 7)"
"(21, 34, 53, 44)"
"(29, 57, 9, 39)"
"(6, 39, 51, 11)"
"(52, 4, 5, 35)"
"(3, 45, 24, 45)"
"(20, 48, 45, 55)"
"(38, 54, 2, 18)"
"(1, 3, 30, 36)"
"(38, 48, 10, 35)"
"(22, 4, 5, 34)"
"(44, 9, 61, 57)"
"(20, 2, 60, 30)"
"(53, 55, 19, 8)"
"(53, 28, 8, 0)"
"(26, 45, 7, 25)"
"(12, 11, 33, 23)"
"(34, 12, 11, 31)"
"(9, 17, 20, 60)"
"(25, 9, 15, 12)"
"(45, 53, 21, 32)"
"(37, 0, 19, 3)"
"(47, 30, 11, 3)"
"(34, 11, 49, 57)"
"(56, 20, 42, 23)"
"(60, 55, 6, 47)"
"(15, 38, 53, 15)"
"(6, 48, 10, 23)"
"(61, 38, 35, 46)"
"(9, 55, 53, 56)"
"(48, 6, 16, 4)"
"(28, 41, 60, 18)"
"(27, 23, 43, 30)"
"(21, 29, 37, 58)"
"(5, 4, 39, 45)"
"(50, 5, 6, 0)"
"(5, 59, 6, 44)"
"(15, 0, 19, 31)"
"(50, 30, 1, 5)"
"(1, 3, 16, 33)"
"(46, 30, 42, 17)"
"(20, 31, 59, 2)"
"(5, 55, 16, 42)"
"(60, 12, 28, 52)"
"(59, 37, 61, 59)"
"(17, 12, 62, 8)"
"(30, 6, 26, 40)"
"(58, 11, 39, 12)"
"(42, 5, 5, 2)"
"(47, 17, 31, 22)"
"(39, 32, 10, 40)"
"(15, 8, 31, 21)"
"(14, 61, 16, 20)"
"(2, 12, 32, 8)"
"(58, 11, 50, 8)"
"(54, 2, 11, 19)"
"(3, 20, 20, 25)"
"(22, 41, 49, 32)"
"(54, 32, 59, 10)"
"(47, 1, 34, 14)"
"(56, 22, 50, 48)"
"(33, 55, 38, 17)"
"(25, 8, 38, 2)"
"(11, 57, 21, 8)"
"(20, 29, 39, 26)"
"(53, 42, 54, 15)"
"(34, 4, 6, 17)"
"(5, 56, 37, 55)"
"(57, 9, 46, 45)"
"(42, 36, 41, 37)"
"(50, 29, 25, 10)"
"(30, 4, 6, 6)"
"(15, 8, 1, 20)"
"(20, 2, 42, 15)"
"(50, 12, 18, 4)"
"(48, 4, 60, 56)"
"(9, 38, 15, 15)"
"(9, 17, 26, 50)"
"(37, 7, 12, 28)"
