"(47, 24)"
"(44, 10)"
"(5, 52)"
"(48, 42)"
"(34, 14)"
"(27, 40)"
"(30, 24)"
"(54, 9)"
"(17, 60)"
"(40, 61)"
"(23, 21)"
"(21, 23)"
"(41, 11)"
"(41, 38)"
"(31, 49)"
"(3, 17)"
"(59, 49)"
"(59, 39)"
"(44, 16)"
"(49, 36)"
"(18, 22)"
"(29, 2)"
"(37, 18)"
"(55, 41)"
"(21, 3)"
"(3, 21)"
"(58, 61)"
"(10, 13)"
"(27, 44)"
"(60, 27)"
"(45, 33)"
"(5, 56)"
"(27, 50)"
"(14, 45)"
"(39, 34)"
"(60, 19)"
"(20, 21)"
"(39, 1)"
"(11, 55)"
"(21, 32)"
"(32, 36)"
"(57, 38)"
"(53, 62)"
"(52, 20)"
"(33, 2)"
"(48, 40)"
"(29, 62)"
"(37, 19)"
"(2, 3)"
"(24, 14)"
"(22, 21)"
"(21, 47)"
"(36, 6)"
"(45, 19)"
"(39, 15)"
"(28, 57)"
"(31, 44)"
"(32, 36)"
"(0, 6)"
"(39, 62)"
"(14, 55)"
"(29, 27)"
"(35, 23)"
"(26, 44)"
"(20, 56)"
"(56, 51)"
"(30, 55)"
"(18, 8)"
"(28, 29)"
"(39, 57)"
"(36, 26)"
"(49, 34)"
"(26, 7)"
"(42, 3)"
"(29, 22)"
"(41, 14)"
"(5, 7)"
"(41, 39)"
"(59, 22)"
"(46, 17)"
"(18, 44)"
"(56, 53)"
"(41, 11)"
"(23, 20)"
"(5, 27)"
"(61, 44)"
"(15, 54)"
"(46, 19)"
"(23, 62)"
"(38, 27)"
"(59, 10)"
"(19, 55)"
"(56, 44)"
"(53, 41)"
"(12, 44)"
"(35, 51)"
"(12, 47)"
"(46, 2)"
"(25, 14)"
"(38, 42)"
