"(95, 7)"
"(122, 42)"
"(130, 122)"
"(86, 89)"
"(113, 20)"
"(47, 31)"
"(27, 91)"
"(4, 6)"
"(70, 95)"
"(35, 57)"
"(113, 8)"
"(51, 11)"
"(110, 103)"
"(109, 47)"
"(129, 20)"
"(58, 41)"
"(75, 117)"
"(34, 26)"
"(49, 10)"
"(20, 30)"
"(72, 88)"
"(126, 130)"
"(9, 111)"
"(33, 127)"
"(110, 41)"
"(119, 31)"
"(87, 102)"
"(122, 31)"
"(22, 95)"
"(31, 7)"
"(46, 87)"
"(45, 40)"
"(41, 117)"
"(40, 67)"
"(129, 56)"
"(75, 18)"
"(19, 25)"
"(54, 64)"
"(54, 65)"
"(27, 59)"
"(20, 17)"
"(110, 57)"
"(94, 9)"
"(66, 129)"
"(106, 96)"
"(33, 3)"
"(94, 63)"
"(118, 36)"
"(125, 113)"
"(101, 60)"
"(76, 53)"
"(51, 129)"
"(65, 108)"
"(12, 113)"
"(57, 92)"
"(18, 74)"
"(37, 53)"
"(69, 130)"
"(123, 113)"
"(76, 55)"
"(13, 62)"
"(73, 70)"
"(108, 121)"
"(57, 85)"
"(101, 19)"
"(5, 50)"
"(5, 115)"
"(59, 4)"
"(67, 11)"
"(50, 2)"
"(130, 25)"
"(33, 114)"
"(47, 122)"
"(44, 92)"
"(20, 126)"
"(102, 106)"
"(70, 17)"
"(35, 1)"
"(125, 45)"
"(22, 51)"
"(71, 82)"
"(53, 86)"
"(120, 38)"
"(125, 111)"
"(114, 108)"
"(119, 18)"
"(19, 21)"
"(99, 38)"
"(29, 112)"
"(79, 7)"
"(56, 80)"
"(87, 119)"
"(55, 60)"
"(29, 74)"
"(105, 38)"
"(25, 108)"
"(1, 7)"
"(15, 23)"
"(111, 126)"
"(10, 5)"
