"(36, 46)"
"(46, 35)"
"(5, 29)"
"(47, 16)"
"(49, 7)"
"(3, 5)"
"(21, 17)"
"(23, 1)"
"(11, 13)"
"(60, 34)"
"(57, 56)"
"(49, 15)"
"(9, 10)"
"(30, 14)"
"(34, 5)"
"(12, 41)"
"(34, 11)"
"(16, 53)"
"(44, 27)"
"(44, 10)"
"(35, 29)"
"(6, 9)"
"(20, 21)"
"(12, 24)"
"(0, 7)"
"(1, 3)"
"(58, 22)"
"(56, 39)"
"(8, 22)"
"(21, 32)"
"(4, 10)"
"(29, 62)"
"(45, 38)"
"(48, 20)"
"(42, 55)"
"(5, 2)"
"(41, 36)"
"(14, 38)"
"(27, 16)"
"(16, 60)"
"(35, 23)"
"(52, 28)"
"(5, 24)"
"(40, 61)"
"(23, 41)"
"(43, 57)"
"(4, 25)"
"(60, 55)"
"(11, 39)"
"(11, 37)"
"(45, 19)"
"(48, 49)"
"(24, 35)"
"(8, 39)"
"(33, 36)"
"(61, 30)"
"(15, 20)"
"(26, 12)"
"(37, 20)"
"(49, 56)"
"(21, 4)"
"(35, 4)"
"(42, 32)"
"(8, 52)"
"(42, 30)"
"(6, 4)"
"(60, 60)"
"(31, 1)"
"(9, 3)"
"(20, 57)"
"(35, 60)"
"(54, 48)"
"(38, 29)"
"(31, 37)"
"(1, 11)"
"(10, 28)"
"(55, 28)"
"(46, 43)"
"(57, 56)"
"(35, 27)"
"(24, 61)"
"(42, 31)"
"(16, 51)"
"(58, 60)"
"(38, 39)"
"(37, 10)"
"(48, 29)"
"(45, 7)"
"(29, 18)"
"(37, 17)"
"(10, 42)"
"(2, 15)"
"(6, 58)"
"(46, 61)"
"(50, 49)"
"(55, 32)"
"(14, 50)"
"(58, 34)"
"(60, 18)"
"(2, 6)"
