"(2, 9, 16, 16)"
"(6, 1, 11, 17)"
"(17, 7, 3, 13)"
"(3, 7, 19, 13)"
"(12, 15, 12, 16)"
"(10, 12, 15, 6)"
"(11, 7, 5, 1)"
"(16, 18, 4, 17)"
"(5, 7, 18, 18)"
"(2, 1, 19, 7)"
"(5, 1, 8, 6)"
"(3, 19, 1, 5)"
"(17, 9, 17, 14)"
"(9, 4, 17, 8)"
"(16, 6, 9, 7)"
"(9, 18, 11, 15)"
"(18, 1, 12, 12)"
"(7, 10, 10, 8)"
"(6, 18, 0, 9)"
"(15, 16, 13, 12)"
"(13, 3, 10, 17)"
"(10, 1, 17, 6)"
"(5, 14, 5, 10)"
"(11, 4, 11, 15)"
"(12, 4, 7, 4)"
"(16, 13, 8, 17)"
"(1, 14, 15, 5)"
"(19, 9, 18, 10)"
"(1, 7, 9, 11)"
"(3, 10, 8, 19)"
"(5, 8, 5, 1)"
"(18, 6, 18, 8)"
"(2, 8, 13, 3)"
"(8, 16, 2, 0)"
"(8, 10, 17, 13)"
"(15, 3, 9, 2)"
"(9, 13, 15, 5)"
"(7, 11, 13, 5)"
"(2, 6, 14, 1)"
"(13, 1, 0, 2)"
"(3, 3, 1, 18)"
"(10, 12, 15, 13)"
"(18, 2, 11, 1)"
"(0, 4, 11, 10)"
"(6, 18, 19, 0)"
"(3, 8, 0, 19)"
"(13, 6, 5, 1)"
"(1, 9, 14, 15)"
"(14, 14, 9, 10)"
"(18, 6, 2, 6)"
"(6, 12, 13, 18)"
"(1, 19, 8, 10)"
"(2, 2, 15, 9)"
"(17, 13, 12, 10)"
"(12, 12, 9, 1)"
"(6, 16, 2, 2)"
"(4, 0, 17, 8)"
"(14, 5, 0, 18)"
"(19, 14, 10, 14)"
"(6, 2, 11, 5)"
"(4, 19, 19, 1)"
"(5, 0, 5, 0)"
"(14, 3, 16, 17)"
"(12, 15, 1, 5)"
"(1, 3, 7, 16)"
"(10, 0, 11, 18)"
"(17, 8, 11, 14)"
"(4, 15, 1, 12)"
"(7, 7, 19, 19)"
"(7, 3, 17, 14)"
"(1, 1, 6, 7)"
"(17, 13, 7, 11)"
"(0, 16, 10, 16)"
"(0, 10, 15, 15)"
"(17, 9, 11, 7)"
"(11, 8, 18, 19)"
"(2, 13, 4, 10)"
"(10, 5, 9, 0)"
"(11, 6, 18, 1)"
"(7, 9, 3, 5)"
"(9, 13, 7, 1)"
"(17, 14, 11, 14)"
"(14, 15, 2, 17)"
"(14, 0, 2, 3)"
"(13, 1, 2, 13)"
"(15, 1, 5, 19)"
"(17, 11, 18, 8)"
"(11, 9, 5, 19)"
"(14, 18, 3, 13)"
"(13, 11, 15, 11)"
"(6, 3, 5, 18)"
"(7, 8, 7, 16)"
"(2, 14, 7, 18)"
"(12, 17, 4, 19)"
"(7, 15, 7, 17)"
"(14, 17, 19, 12)"
"(11, 16, 1, 13)"
"(8, 6, 16, 4)"
"(6, 10, 0, 18)"
"(11, 8, 8, 1)"
