"(57, 89, 165, 105)"
"(37, 178, 130, 72)"
"(91, 72, 80, 177)"
"(4, 39, 134, 175)"
"(102, 131, 118, 184)"
"(189, 24, 56, 182)"
"(45, 33, 160, 99)"
"(189, 43, 143, 91)"
"(19, 105, 84, 79)"
"(118, 66, 75, 67)"
"(98, 65, 14, 181)"
"(138, 50, 105, 50)"
"(55, 5, 71, 110)"
"(57, 73, 179, 64)"
"(112, 19, 182, 147)"
"(104, 44, 42, 109)"
"(128, 150, 44, 162)"
"(58, 91, 96, 114)"
"(172, 164, 175, 190)"
"(9, 94, 74, 8)"
"(167, 20, 10, 140)"
"(40, 105, 151, 189)"
"(80, 39, 31, 71)"
"(79, 45, 116, 35)"
"(129, 75, 8, 182)"
"(121, 54, 130, 52)"
"(172, 127, 182, 171)"
"(181, 82, 32, 9)"
"(56, 142, 76, 120)"
"(126, 122, 147, 113)"
"(109, 111, 27, 84)"
"(142, 179, 53, 110)"
"(11, 176, 182, 108)"
"(161, 157, 10, 21)"
"(32, 79, 79, 104)"
"(116, 161, 189, 177)"
"(157, 46, 140, 111)"
"(24, 109, 3, 70)"
"(177, 103, 176, 186)"
"(138, 182, 2, 30)"
"(56, 161, 37, 151)"
"(189, 160, 178, 120)"
"(174, 75, 104, 72)"
"(53, 18, 82, 70)"
"(77, 44, 56, 133)"
"(148, 52, 92, 42)"
"(139, 19, 153, 1)"
"(177, 62, 141, 126)"
"(87, 125, 15, 40)"
"(58, 139, 174, 80)"
"(74, 80, 163, 34)"
"(77, 128, 71, 13)"
"(68, 129, 187, 170)"
"(94, 128, 183, 118)"
"(71, 62, 11, 66)"
"(178, 90, 27, 49)"
"(41, 76, 141, 151)"
"(168, 64, 7, 127)"
"(172, 58, 84, 112)"
"(20, 124, 178, 185)"
"(134, 25, 116, 72)"
"(31, 176, 149, 186)"
"(95, 57, 29, 175)"
"(42, 143, 171, 125)"
"(164, 73, 109, 32)"
"(18, 89, 42, 77)"
"(102, 25, 31, 23)"
"(19, 169, 83, 150)"
"(154, 90, 111, 87)"
"(47, 131, 34, 151)"
"(26, 170, 10, 63)"
"(177, 89, 97, 6)"
"(90, 162, 44, 61)"
"(48, 45, 137, 91)"
"(5, 71, 88, 76)"
"(168, 68, 31, 84)"
"(8, 130, 19, 42)"
"(126, 132, 114, 173)"
"(1, 48, 38, 142)"
"(81, 65, 120, 17)"
"(59, 16, 21, 89)"
"(102, 147, 140, 79)"
"(63, 80, 9, 58)"
"(140, 152, 173, 111)"
"(145, 75, 130, 175)"
"(92, 173, 130, 112)"
"(72, 80, 65, 16)"
"(12, 139, 11, 130)"
"(186, 105, 171, 109)"
"(52, 14, 159, 38)"
"(22, 130, 168, 120)"
"(16, 136, 120, 80)"
"(190, 92, 117, 20)"
"(20, 79, 86, 79)"
"(138, 181, 189, 137)"
"(29, 174, 73, 153)"
"(55, 60, 153, 65)"
"(75, 32, 25, 33)"
"(189, 28, 141, 168)"
"(15, 60, 134, 94)"
