"(2, 4, 14, 21)"
"(3, 11, 15, 18)"
"(23, 18, 14, 16)"
"(2, 9, 18, 11)"
"(5, 23, 3, 19)"
"(9, 15, 18, 4)"
"(7, 8, 16, 19)"
"(2, 23, 17, 1)"
"(23, 8, 6, 22)"
"(11, 5, 20, 6)"
"(20, 23, 0, 19)"
"(8, 2, 2, 12)"
"(18, 14, 17, 0)"
"(6, 9, 6, 7)"
"(4, 3, 23, 23)"
"(1, 2, 19, 0)"
"(21, 0, 23, 1)"
"(3, 14, 22, 1)"
"(20, 7, 14, 22)"
"(14, 3, 1, 15)"
"(19, 23, 11, 11)"
"(19, 1, 7, 4)"
"(7, 16, 17, 14)"
"(21, 16, 21, 14)"
"(16, 12, 24, 0)"
"(20, 9, 7, 11)"
"(12, 20, 7, 12)"
"(4, 18, 8, 4)"
"(9, 14, 18, 12)"
"(21, 15, 19, 9)"
"(23, 2, 20, 21)"
"(16, 18, 23, 10)"
"(6, 2, 6, 23)"
"(17, 18, 17, 1)"
"(8, 15, 15, 22)"
"(9, 18, 24, 4)"
"(5, 2, 23, 19)"
"(10, 23, 5, 12)"
"(16, 2, 10, 24)"
"(15, 10, 7, 18)"
"(9, 4, 2, 21)"
"(1, 3, 11, 23)"
"(11, 15, 1, 14)"
"(19, 12, 4, 5)"
"(10, 19, 21, 20)"
"(23, 7, 4, 24)"
"(0, 3, 23, 7)"
"(23, 14, 24, 23)"
"(10, 7, 8, 11)"
"(18, 21, 19, 1)"
"(9, 16, 1, 17)"
"(21, 22, 19, 10)"
"(17, 24, 4, 13)"
"(8, 2, 0, 9)"
"(17, 1, 22, 10)"
"(20, 7, 5, 1)"
"(22, 22, 21, 1)"
"(4, 11, 3, 20)"
"(14, 6, 19, 23)"
"(18, 7, 9, 22)"
"(16, 14, 24, 5)"
"(20, 21, 16, 16)"
"(13, 13, 23, 24)"
"(3, 0, 13, 5)"
"(11, 11, 22, 13)"
"(18, 8, 3, 22)"
"(17, 5, 22, 4)"
"(2, 5, 19, 4)"
"(10, 13, 17, 14)"
"(9, 5, 18, 14)"
"(23, 0, 13, 14)"
"(13, 18, 5, 15)"
"(0, 1, 6, 14)"
"(5, 13, 23, 1)"
"(14, 12, 12, 2)"
"(14, 16, 8, 14)"
"(0, 2, 20, 2)"
"(0, 13, 8, 12)"
"(7, 19, 21, 0)"
"(14, 2, 16, 6)"
"(24, 21, 20, 3)"
"(8, 14, 15, 24)"
"(7, 11, 20, 17)"
"(17, 16, 12, 16)"
"(0, 14, 9, 16)"
"(14, 0, 9, 7)"
"(21, 5, 15, 22)"
"(24, 12, 21, 8)"
"(9, 13, 2, 1)"
"(18, 1, 9, 8)"
"(7, 11, 17, 16)"
"(18, 7, 11, 0)"
"(24, 17, 1, 1)"
"(8, 21, 15, 15)"
"(10, 9, 0, 10)"
"(19, 8, 18, 20)"
"(22, 24, 21, 21)"
"(0, 1, 15, 10)"
"(5, 7, 18, 11)"
"(10, 16, 6, 18)"
