"(11,)"
"(6,)"
"(7,)"
"(4,)"
"(0,)"
"(1,)"
"(2,)"
"(9,)"
"(7,)"
"(16,)"
"(14,)"
"(10,)"
"(7,)"
"(5,)"
"(2,)"
"(10,)"
"(9,)"
"(1,)"
"(16,)"
"(12,)"
"(7,)"
"(2,)"
"(3,)"
"(12,)"
"(4,)"
"(9,)"
"(13,)"
"(10,)"
"(13,)"
"(1,)"
"(16,)"
"(5,)"
"(7,)"
"(9,)"
"(15,)"
"(11,)"
"(14,)"
"(2,)"
"(4,)"
"(14,)"
"(10,)"
"(4,)"
"(7,)"
"(10,)"
"(11,)"
"(2,)"
"(14,)"
"(2,)"
"(14,)"
"(12,)"
"(8,)"
"(14,)"
"(14,)"
"(10,)"
"(5,)"
"(4,)"
"(1,)"
"(4,)"
"(7,)"
"(0,)"
"(6,)"
"(15,)"
"(5,)"
"(5,)"
"(3,)"
"(12,)"
"(7,)"
"(6,)"
"(4,)"
"(12,)"
"(15,)"
"(10,)"
"(2,)"
"(12,)"
"(1,)"
"(9,)"
"(13,)"
"(5,)"
"(14,)"
"(4,)"
"(6,)"
"(13,)"
"(15,)"
"(15,)"
"(7,)"
"(4,)"
"(10,)"
"(13,)"
"(4,)"
"(11,)"
"(3,)"
"(12,)"
"(10,)"
"(7,)"
"(5,)"
"(0,)"
"(0,)"
"(11,)"
"(16,)"
"(16,)"
