"(69, 87, 53, 53, 87)"
"(72, 54, 76, 36, 89)"
"(24, 32, 89, 63, 66)"
"(11, 36, 10, 61, 22)"
"(66, 72, 2, 8, 27)"
"(70, 82, 13, 17, 30)"
"(8, 10, 58, 66, 0)"
"(0, 69, 26, 36, 46)"
"(33, 84, 81, 9, 41)"
"(68, 11, 45, 26, 87)"
"(48, 2, 6, 45, 40)"
"(24, 0, 21, 7, 35)"
"(83, 57, 50, 26, 26)"
"(83, 44, 56, 66, 3)"
"(13, 62, 58, 20, 8)"
"(90, 2, 55, 84, 5)"
"(29, 3, 59, 59, 31)"
"(13, 18, 45, 68, 59)"
"(32, 21, 90, 72, 60)"
"(23, 73, 6, 88, 79)"
"(43, 53, 48, 84, 81)"
"(4, 5, 65, 50, 27)"
"(4, 25, 36, 52, 6)"
"(37, 40, 4, 4, 27)"
"(44, 53, 75, 44, 70)"
"(22, 69, 60, 36, 42)"
"(35, 23, 82, 73, 40)"
"(64, 49, 5, 62, 53)"
"(10, 28, 20, 75, 48)"
"(41, 50, 40, 10, 4)"
"(14, 75, 40, 3, 41)"
"(80, 64, 38, 39, 5)"
"(70, 38, 50, 54, 32)"
"(85, 89, 59, 47, 90)"
"(83, 9, 18, 35, 47)"
"(73, 21, 6, 36, 77)"
"(74, 85, 17, 14, 82)"
"(6, 20, 21, 57, 48)"
"(88, 83, 78, 15, 15)"
"(6, 90, 10, 48, 63)"
"(51, 77, 24, 51, 0)"
"(38, 84, 6, 49, 48)"
"(59, 23, 17, 87, 66)"
"(21, 46, 40, 20, 84)"
"(35, 40, 46, 47, 49)"
"(61, 32, 57, 57, 63)"
"(32, 46, 24, 14, 80)"
"(83, 3, 64, 55, 0)"
"(5, 81, 56, 15, 6)"
"(37, 37, 80, 83, 21)"
"(2, 41, 46, 37, 17)"
"(3, 9, 14, 46, 57)"
"(16, 60, 56, 24, 41)"
"(74, 47, 41, 31, 79)"
"(76, 87, 17, 30, 76)"
"(54, 7, 17, 75, 24)"
"(66, 3, 90, 7, 58)"
"(8, 0, 62, 82, 58)"
"(71, 38, 67, 74, 72)"
"(1, 56, 0, 87, 15)"
"(24, 40, 71, 7, 11)"
"(30, 24, 25, 55, 69)"
"(88, 58, 50, 44, 47)"
"(71, 25, 49, 62, 67)"
"(64, 20, 49, 46, 36)"
"(37, 40, 87, 14, 39)"
"(90, 82, 24, 9, 31)"
"(72, 19, 81, 41, 35)"
"(29, 8, 72, 48, 59)"
"(42, 52, 39, 20, 66)"
"(78, 16, 84, 71, 83)"
"(52, 83, 46, 85, 15)"
"(34, 4, 2, 1, 19)"
"(52, 64, 73, 12, 49)"
"(88, 79, 62, 5, 74)"
"(90, 19, 48, 67, 25)"
"(90, 86, 10, 10, 57)"
"(6, 39, 68, 60, 44)"
"(18, 66, 2, 77, 83)"
"(13, 47, 1, 43, 84)"
"(2, 67, 44, 68, 26)"
"(24, 15, 20, 0, 15)"
"(8, 46, 2, 25, 10)"
"(28, 29, 52, 35, 56)"
"(67, 2, 62, 29, 85)"
"(78, 43, 89, 35, 31)"
"(47, 64, 5, 17, 21)"
"(26, 48, 58, 29, 35)"
"(35, 68, 90, 89, 55)"
"(46, 41, 62, 58, 38)"
"(0, 30, 78, 86, 10)"
"(81, 11, 84, 15, 36)"
"(14, 83, 39, 57, 8)"
"(21, 52, 54, 84, 35)"
"(80, 80, 37, 4, 84)"
"(36, 55, 13, 59, 63)"
"(56, 68, 58, 14, 35)"
"(44, 43, 63, 2, 8)"
"(77, 50, 71, 19, 86)"
"(17, 67, 42, 51, 29)"
