"(0, 11, 1, 9, 6)"
"(16, 15, 8, 16, 8)"
"(5, 8, 10, 16, 16)"
"(15, 11, 6, 12, 10)"
"(7, 3, 6, 8, 7)"
"(3, 4, 15, 14, 3)"
"(16, 13, 5, 4, 3)"
"(15, 15, 10, 6, 14)"
"(9, 13, 5, 2, 7)"
"(0, 0, 12, 2, 6)"
"(12, 11, 11, 16, 9)"
"(6, 4, 1, 12, 16)"
"(15, 11, 4, 14, 12)"
"(14, 7, 13, 3, 5)"
"(7, 12, 7, 15, 4)"
"(14, 16, 10, 5, 16)"
"(8, 11, 14, 3, 14)"
"(15, 14, 8, 4, 14)"
"(0, 11, 7, 1, 1)"
"(7, 3, 16, 2, 15)"
"(16, 0, 5, 6, 0)"
"(11, 10, 9, 2, 14)"
"(3, 1, 14, 16, 9)"
"(3, 9, 15, 6, 8)"
"(3, 15, 0, 9, 6)"
"(12, 0, 0, 11, 3)"
"(4, 8, 4, 11, 0)"
"(14, 13, 6, 12, 7)"
"(14, 5, 8, 2, 10)"
"(2, 14, 7, 13, 9)"
"(16, 10, 14, 12, 13)"
"(4, 3, 7, 8, 15)"
"(11, 16, 3, 1, 14)"
"(0, 6, 10, 11, 7)"
"(10, 12, 3, 5, 1)"
"(15, 4, 13, 7, 5)"
"(15, 16, 16, 16, 2)"
"(9, 10, 2, 3, 1)"
"(10, 4, 12, 7, 13)"
"(14, 16, 10, 14, 2)"
"(11, 14, 10, 1, 6)"
"(2, 0, 9, 4, 1)"
"(4, 12, 5, 13, 6)"
"(2, 10, 5, 12, 3)"
"(1, 10, 12, 13, 15)"
"(8, 0, 2, 14, 8)"
"(8, 2, 9, 16, 1)"
"(14, 11, 9, 16, 10)"
"(9, 11, 2, 8, 10)"
"(6, 11, 13, 14, 11)"
"(9, 9, 14, 16, 0)"
"(12, 13, 1, 11, 6)"
"(14, 15, 14, 3, 2)"
"(5, 11, 4, 9, 9)"
"(9, 3, 3, 15, 10)"
"(16, 4, 7, 5, 6)"
"(8, 16, 1, 13, 4)"
"(13, 3, 10, 6, 3)"
"(4, 15, 8, 0, 6)"
"(0, 16, 10, 9, 2)"
"(4, 0, 4, 10, 1)"
"(12, 10, 5, 3, 3)"
"(14, 1, 3, 4, 2)"
"(6, 12, 5, 7, 0)"
"(0, 12, 2, 8, 9)"
"(13, 5, 7, 1, 4)"
"(11, 10, 11, 7, 6)"
"(7, 6, 12, 7, 7)"
"(11, 14, 6, 3, 7)"
"(13, 16, 5, 8, 15)"
"(12, 1, 2, 5, 4)"
"(15, 9, 4, 16, 3)"
"(8, 16, 9, 4, 5)"
"(12, 7, 14, 12, 5)"
"(7, 10, 4, 10, 5)"
"(0, 8, 12, 3, 10)"
"(10, 10, 15, 15, 13)"
"(10, 15, 7, 14, 8)"
"(9, 9, 10, 0, 7)"
"(0, 2, 13, 12, 12)"
"(11, 7, 11, 3, 4)"
"(14, 4, 3, 6, 15)"
"(7, 12, 15, 9, 5)"
"(4, 11, 7, 3, 9)"
"(15, 14, 9, 11, 10)"
"(12, 4, 8, 11, 9)"
"(15, 0, 13, 11, 4)"
"(16, 8, 8, 0, 16)"
"(9, 15, 14, 2, 11)"
"(9, 4, 14, 15, 6)"
"(0, 10, 4, 15, 16)"
"(14, 8, 16, 10, 10)"
"(10, 5, 0, 8, 15)"
"(14, 8, 9, 9, 6)"
"(15, 12, 4, 13, 12)"
"(11, 3, 9, 11, 2)"
"(13, 6, 16, 12, 12)"
"(13, 15, 14, 14, 4)"
"(11, 0, 14, 8, 3)"
"(9, 12, 7, 10, 7)"
