"(35, 70)"
"(67, 52)"
"(8, 17)"
"(53, 24)"
"(41, 17)"
"(16, 29)"
"(47, 31)"
"(0, 8)"
"(45, 28)"
"(66, 56)"
"(41, 69)"
"(49, 0)"
"(22, 6)"
"(71, 67)"
"(52, 27)"
"(30, 63)"
"(53, 48)"
"(36, 27)"
"(69, 58)"
"(18, 19)"
"(21, 55)"
"(58, 60)"
"(51, 67)"
"(33, 62)"
"(20, 7)"
"(37, 62)"
"(49, 1)"
"(46, 66)"
"(39, 17)"
"(50, 25)"
"(32, 35)"
"(49, 5)"
"(14, 58)"
"(55, 20)"
"(49, 2)"
"(13, 43)"
"(42, 21)"
"(3, 29)"
"(26, 33)"
"(48, 50)"
"(59, 7)"
"(38, 43)"
"(28, 27)"
"(6, 64)"
"(33, 63)"
"(26, 52)"
"(45, 28)"
"(34, 50)"
"(29, 60)"
"(15, 63)"
"(12, 54)"
"(69, 7)"
"(64, 41)"
"(46, 68)"
"(27, 7)"
"(27, 62)"
"(50, 71)"
"(62, 17)"
"(49, 69)"
"(25, 33)"
"(5, 56)"
"(38, 41)"
"(22, 18)"
"(38, 42)"
"(15, 27)"
"(40, 58)"
"(1, 3)"
"(7, 33)"
"(6, 72)"
"(29, 21)"
"(39, 0)"
"(15, 56)"
"(25, 35)"
"(68, 49)"
"(14, 56)"
"(12, 60)"
"(53, 40)"
"(11, 4)"
"(51, 34)"
"(54, 69)"
"(46, 43)"
"(26, 8)"
"(11, 36)"
"(17, 2)"
"(40, 42)"
"(39, 8)"
"(12, 54)"
"(42, 16)"
"(21, 11)"
"(59, 69)"
"(44, 15)"
"(46, 10)"
"(38, 15)"
"(23, 59)"
"(25, 38)"
"(21, 36)"
"(33, 23)"
"(31, 50)"
"(44, 5)"
"(60, 64)"
