"(13, 47)"
"(48, 4)"
"(18, 2)"
"(14, 38)"
"(49, 32)"
"(34, 2)"
"(34, 25)"
"(17, 0)"
"(19, 37)"
"(22, 49)"
"(46, 46)"
"(27, 15)"
"(23, 18)"
"(48, 49)"
"(33, 15)"
"(37, 21)"
"(33, 48)"
"(42, 47)"
"(19, 6)"
"(31, 30)"
"(40, 21)"
"(9, 44)"
"(8, 18)"
"(42, 48)"
"(32, 42)"
"(12, 18)"
"(3, 38)"
"(5, 43)"
"(9, 46)"
"(18, 17)"
"(27, 30)"
"(29, 7)"
"(38, 37)"
"(40, 21)"
"(7, 8)"
"(23, 33)"
"(44, 16)"
"(25, 17)"
"(30, 16)"
"(11, 43)"
"(6, 19)"
"(8, 33)"
"(48, 14)"
"(33, 42)"
"(33, 37)"
"(1, 8)"
"(23, 45)"
"(44, 43)"
"(5, 13)"
"(45, 35)"
"(46, 31)"
"(11, 18)"
"(12, 23)"
"(35, 21)"
"(41, 0)"
"(20, 29)"
"(29, 48)"
"(33, 45)"
"(40, 27)"
"(5, 31)"
"(41, 15)"
"(21, 42)"
"(3, 34)"
"(48, 18)"
"(20, 31)"
"(10, 16)"
"(18, 23)"
"(18, 3)"
"(10, 5)"
"(48, 32)"
"(40, 43)"
"(39, 40)"
"(25, 29)"
"(38, 10)"
"(30, 41)"
"(47, 21)"
"(8, 0)"
"(47, 6)"
"(20, 40)"
"(8, 30)"
"(0, 28)"
"(23, 18)"
"(10, 0)"
"(35, 18)"
"(5, 11)"
"(42, 41)"
"(45, 13)"
"(43, 41)"
"(41, 27)"
"(39, 19)"
"(49, 33)"
"(26, 19)"
"(47, 9)"
"(35, 13)"
"(38, 40)"
"(47, 17)"
"(33, 49)"
"(45, 8)"
"(33, 44)"
"(42, 38)"
