"(95,)"
"(48,)"
"(248,)"
"(158,)"
"(147,)"
"(40,)"
"(208,)"
"(78,)"
"(29,)"
"(153,)"
"(84,)"
"(180,)"
"(33,)"
"(130,)"
"(71,)"
"(39,)"
"(38,)"
"(221,)"
"(272,)"
"(240,)"
"(38,)"
"(142,)"
"(145,)"
"(165,)"
"(109,)"
"(54,)"
"(181,)"
"(264,)"
"(196,)"
"(55,)"
"(37,)"
"(268,)"
"(202,)"
"(203,)"
"(256,)"
"(159,)"
"(23,)"
"(124,)"
"(48,)"
"(120,)"
"(88,)"
"(155,)"
"(258,)"
"(79,)"
"(3,)"
"(126,)"
"(72,)"
"(197,)"
"(50,)"
"(158,)"
"(175,)"
"(258,)"
"(254,)"
"(217,)"
"(205,)"
"(287,)"
"(64,)"
"(116,)"
"(1,)"
"(191,)"
"(109,)"
"(80,)"
"(207,)"
"(176,)"
"(62,)"
"(26,)"
"(65,)"
"(61,)"
"(143,)"
"(44,)"
"(40,)"
"(161,)"
"(54,)"
"(238,)"
"(154,)"
"(87,)"
"(230,)"
"(124,)"
"(97,)"
"(100,)"
"(236,)"
"(147,)"
"(211,)"
"(94,)"
"(101,)"
"(237,)"
"(1,)"
"(156,)"
"(205,)"
"(54,)"
"(45,)"
"(222,)"
"(76,)"
"(67,)"
"(199,)"
"(159,)"
"(12,)"
"(228,)"
"(16,)"
"(94,)"
