"(27, 31, 37, 31, 5)"
"(36, 36, 0, 17, 29)"
"(6, 26, 30, 36, 0)"
"(24, 33, 21, 25, 11)"
"(14, 0, 15, 30, 9)"
"(32, 6, 2, 3, 26)"
"(17, 32, 18, 17, 24)"
"(12, 37, 9, 31, 1)"
"(16, 12, 8, 10, 12)"
"(31, 34, 18, 37, 11)"
"(10, 12, 18, 27, 11)"
"(2, 14, 2, 5, 22)"
"(4, 1, 26, 14, 36)"
"(24, 26, 25, 9, 6)"
"(36, 8, 10, 24, 28)"
"(9, 22, 3, 9, 36)"
"(7, 31, 7, 10, 31)"
"(28, 18, 31, 36, 31)"
"(27, 15, 23, 28, 18)"
"(3, 34, 24, 23, 28)"
"(12, 17, 5, 14, 0)"
"(33, 30, 14, 19, 4)"
"(15, 18, 37, 2, 29)"
"(34, 37, 5, 30, 1)"
"(27, 12, 15, 36, 21)"
"(9, 15, 21, 3, 15)"
"(5, 23, 9, 37, 5)"
"(21, 30, 16, 32, 27)"
"(8, 31, 26, 18, 8)"
"(23, 1, 17, 31, 27)"
"(10, 33, 7, 16, 16)"
"(13, 34, 17, 26, 3)"
"(23, 16, 13, 25, 24)"
"(23, 19, 19, 14, 5)"
"(11, 31, 19, 5, 10)"
"(27, 20, 0, 18, 9)"
"(12, 33, 16, 24, 33)"
"(28, 22, 2, 26, 18)"
"(15, 2, 1, 6, 12)"
"(20, 36, 10, 0, 21)"
"(9, 31, 5, 16, 0)"
"(22, 15, 0, 37, 7)"
"(9, 0, 28, 1, 0)"
"(14, 11, 14, 31, 11)"
"(29, 19, 11, 2, 15)"
"(4, 20, 27, 5, 14)"
"(16, 37, 7, 33, 13)"
"(11, 16, 15, 23, 9)"
"(0, 19, 11, 4, 2)"
"(20, 18, 30, 1, 25)"
"(17, 4, 29, 14, 11)"
"(36, 14, 32, 35, 13)"
"(19, 2, 8, 9, 31)"
"(17, 30, 16, 27, 18)"
"(24, 10, 9, 23, 9)"
"(9, 20, 25, 6, 35)"
"(35, 33, 7, 18, 10)"
"(36, 25, 27, 14, 29)"
"(27, 26, 23, 9, 30)"
"(10, 35, 16, 6, 16)"
"(6, 14, 19, 25, 12)"
"(20, 0, 14, 9, 22)"
"(17, 25, 23, 24, 7)"
"(33, 21, 17, 34, 25)"
"(34, 29, 9, 34, 17)"
"(34, 19, 36, 13, 15)"
"(26, 22, 17, 23, 25)"
"(22, 26, 9, 25, 30)"
"(26, 24, 36, 26, 32)"
"(7, 13, 32, 3, 6)"
"(4, 24, 10, 0, 6)"
"(18, 6, 25, 25, 13)"
"(20, 24, 8, 19, 12)"
"(16, 4, 19, 5, 12)"
"(16, 23, 31, 35, 23)"
"(4, 30, 8, 5, 13)"
"(21, 6, 14, 24, 37)"
"(15, 9, 26, 24, 5)"
"(4, 2, 1, 36, 26)"
"(26, 6, 12, 34, 9)"
"(35, 27, 21, 31, 2)"
"(6, 24, 12, 31, 14)"
"(30, 13, 11, 27, 31)"
"(19, 11, 35, 37, 4)"
"(1, 24, 34, 37, 3)"
"(0, 17, 1, 32, 5)"
"(22, 4, 4, 25, 21)"
"(25, 14, 9, 34, 28)"
"(31, 17, 22, 8, 0)"
"(21, 5, 1, 34, 7)"
"(16, 10, 34, 31, 9)"
"(33, 2, 14, 15, 29)"
"(28, 4, 23, 10, 28)"
"(27, 1, 7, 11, 13)"
"(27, 30, 9, 37, 17)"
"(27, 17, 5, 15, 6)"
"(30, 35, 26, 35, 14)"
"(29, 30, 19, 17, 4)"
"(0, 0, 11, 25, 1)"
"(32, 14, 9, 7, 23)"
