"(25, 13, 23, 0, 25)"
"(5, 22, 11, 4, 20)"
"(18, 21, 9, 25, 5)"
"(11, 11, 24, 5, 23)"
"(3, 24, 20, 27, 16)"
"(13, 29, 7, 7, 3)"
"(2, 13, 9, 16, 29)"
"(14, 3, 2, 9, 26)"
"(6, 27, 24, 12, 4)"
"(10, 15, 19, 22, 14)"
"(29, 15, 0, 15, 9)"
"(21, 8, 23, 11, 22)"
"(20, 13, 25, 4, 9)"
"(29, 10, 15, 1, 28)"
"(24, 25, 7, 17, 9)"
"(17, 21, 28, 12, 20)"
"(13, 21, 28, 17, 25)"
"(19, 9, 3, 10, 8)"
"(22, 5, 13, 6, 11)"
"(16, 7, 12, 28, 23)"
"(14, 3, 22, 16, 27)"
"(12, 21, 11, 13, 20)"
"(10, 3, 4, 5, 29)"
"(24, 11, 9, 3, 21)"
"(15, 29, 27, 17, 3)"
"(22, 28, 0, 19, 8)"
"(23, 4, 0, 29, 3)"
"(18, 5, 24, 12, 11)"
"(18, 3, 5, 28, 2)"
"(20, 17, 5, 12, 29)"
"(16, 18, 6, 10, 24)"
"(13, 6, 11, 17, 8)"
"(15, 10, 12, 12, 22)"
"(26, 1, 22, 29, 19)"
"(7, 2, 8, 22, 8)"
"(17, 24, 23, 9, 11)"
"(10, 0, 19, 10, 20)"
"(13, 15, 19, 12, 27)"
"(10, 8, 17, 3, 2)"
"(2, 20, 26, 20, 3)"
"(11, 6, 22, 10, 19)"
"(4, 5, 28, 5, 17)"
"(13, 4, 15, 21, 22)"
"(16, 16, 3, 5, 10)"
"(17, 27, 27, 6, 12)"
"(20, 2, 12, 0, 13)"
"(15, 26, 27, 25, 29)"
"(22, 13, 28, 6, 19)"
"(2, 12, 18, 12, 29)"
"(26, 17, 12, 29, 0)"
"(4, 8, 18, 22, 27)"
"(2, 1, 16, 10, 25)"
"(23, 7, 8, 18, 13)"
"(13, 28, 12, 11, 7)"
"(17, 2, 10, 17, 4)"
"(21, 0, 1, 19, 16)"
"(1, 16, 26, 14, 25)"
"(0, 10, 28, 29, 11)"
"(19, 20, 11, 23, 29)"
"(5, 26, 16, 4, 9)"
"(24, 22, 6, 29, 23)"
"(0, 29, 27, 17, 10)"
"(23, 7, 0, 21, 11)"
"(17, 17, 6, 24, 25)"
"(17, 0, 15, 8, 1)"
"(29, 3, 24, 11, 7)"
"(23, 17, 10, 13, 5)"
"(26, 10, 29, 21, 15)"
"(15, 21, 1, 13, 20)"
"(10, 15, 26, 2, 27)"
"(19, 12, 22, 11, 29)"
"(18, 2, 29, 5, 1)"
"(18, 24, 21, 14, 28)"
"(21, 18, 27, 6, 1)"
"(13, 3, 19, 16, 18)"
"(14, 10, 5, 20, 23)"
"(26, 0, 15, 12, 21)"
"(14, 27, 26, 16, 12)"
"(7, 19, 6, 2, 28)"
"(11, 21, 4, 7, 19)"
"(24, 0, 12, 20, 26)"
"(23, 4, 8, 22, 26)"
"(20, 26, 25, 16, 13)"
"(15, 26, 26, 3, 4)"
"(11, 2, 19, 12, 4)"
"(24, 2, 18, 4, 9)"
"(4, 11, 25, 17, 7)"
"(0, 10, 18, 13, 16)"
"(28, 19, 16, 24, 29)"
"(26, 28, 5, 18, 20)"
"(1, 4, 24, 28, 24)"
"(9, 10, 17, 8, 26)"
"(23, 17, 26, 26, 16)"
"(15, 9, 25, 9, 17)"
"(13, 14, 27, 23, 16)"
"(8, 0, 4, 16, 18)"
"(3, 23, 26, 20, 3)"
"(4, 29, 21, 15, 5)"
"(8, 20, 23, 20, 20)"
"(26, 6, 21, 29, 19)"
