"(30, 21, 26)"
"(3, 28, 59)"
"(16, 63, 55)"
"(53, 37, 6)"
"(15, 39, 69)"
"(66, 59, 21)"
"(6, 69, 20)"
"(5, 16, 69)"
"(50, 54, 61)"
"(18, 71, 71)"
"(55, 40, 4)"
"(66, 39, 67)"
"(0, 50, 29)"
"(2, 0, 28)"
"(54, 0, 48)"
"(66, 72, 67)"
"(42, 14, 59)"
"(15, 6, 40)"
"(59, 6, 72)"
"(20, 4, 70)"
"(7, 14, 55)"
"(55, 11, 41)"
"(28, 59, 63)"
"(46, 0, 18)"
"(27, 67, 21)"
"(31, 57, 52)"
"(70, 14, 34)"
"(72, 5, 18)"
"(67, 50, 46)"
"(59, 72, 71)"
"(50, 8, 31)"
"(44, 32, 24)"
"(30, 22, 0)"
"(25, 69, 59)"
"(71, 66, 40)"
"(12, 46, 38)"
"(57, 19, 31)"
"(53, 24, 69)"
"(38, 69, 12)"
"(44, 49, 61)"
"(62, 20, 33)"
"(68, 49, 26)"
"(70, 13, 71)"
"(43, 46, 56)"
"(60, 37, 39)"
"(38, 55, 61)"
"(43, 5, 71)"
"(54, 3, 55)"
"(52, 47, 3)"
"(65, 7, 67)"
"(39, 14, 68)"
"(51, 57, 13)"
"(6, 30, 36)"
"(17, 9, 58)"
"(53, 50, 0)"
"(65, 61, 34)"
"(12, 51, 42)"
"(70, 40, 56)"
"(7, 24, 28)"
"(58, 58, 43)"
"(63, 11, 41)"
"(4, 31, 68)"
"(43, 37, 40)"
"(2, 42, 57)"
"(24, 63, 35)"
"(5, 10, 14)"
"(5, 67, 39)"
"(47, 55, 69)"
"(2, 60, 26)"
"(71, 30, 41)"
"(51, 30, 49)"
"(2, 34, 9)"
"(30, 27, 64)"
"(7, 54, 27)"
"(24, 69, 7)"
"(12, 2, 54)"
"(60, 14, 24)"
"(11, 47, 36)"
"(38, 33, 25)"
"(18, 8, 56)"
"(4, 43, 15)"
"(7, 19, 8)"
"(46, 29, 18)"
"(28, 50, 21)"
"(64, 0, 53)"
"(42, 40, 32)"
"(34, 46, 8)"
"(60, 10, 42)"
"(24, 57, 48)"
"(22, 70, 72)"
"(10, 0, 56)"
"(40, 12, 65)"
"(40, 53, 72)"
"(56, 25, 16)"
"(3, 8, 44)"
"(38, 11, 25)"
"(51, 16, 55)"
"(39, 62, 2)"
"(26, 3, 70)"
"(0, 11, 56)"
