"(24, 85, 120)"
"(2, 52, 48)"
"(109, 68, 102)"
"(83, 75, 12)"
"(92, 92, 117)"
"(27, 13, 67)"
"(6, 25, 63)"
"(113, 115, 118)"
"(48, 60, 13)"
"(41, 33, 26)"
"(85, 121, 24)"
"(58, 104, 75)"
"(130, 54, 103)"
"(94, 42, 149)"
"(25, 114, 60)"
"(71, 33, 120)"
"(122, 16, 55)"
"(88, 5, 120)"
"(5, 78, 138)"
"(24, 89, 97)"
"(35, 66, 36)"
"(27, 147, 67)"
"(81, 81, 49)"
"(137, 51, 137)"
"(23, 111, 35)"
"(112, 24, 6)"
"(120, 52, 35)"
"(136, 35, 93)"
"(15, 37, 146)"
"(121, 148, 115)"
"(145, 120, 59)"
"(130, 68, 103)"
"(84, 109, 76)"
"(2, 40, 70)"
"(127, 139, 65)"
"(64, 31, 112)"
"(86, 92, 35)"
"(131, 93, 140)"
"(56, 100, 53)"
"(52, 11, 48)"
"(33, 24, 11)"
"(120, 118, 127)"
"(113, 97, 19)"
"(76, 48, 135)"
"(43, 88, 136)"
"(75, 56, 108)"
"(58, 65, 127)"
"(54, 16, 40)"
"(0, 124, 61)"
"(122, 22, 37)"
"(90, 136, 63)"
"(31, 27, 0)"
"(68, 121, 96)"
"(137, 107, 91)"
"(104, 62, 146)"
"(51, 5, 131)"
"(51, 66, 141)"
"(1, 19, 12)"
"(138, 57, 136)"
"(10, 69, 31)"
"(134, 118, 35)"
"(129, 25, 110)"
"(62, 13, 102)"
"(128, 26, 49)"
"(125, 100, 128)"
"(3, 32, 18)"
"(45, 38, 30)"
"(68, 18, 111)"
"(2, 101, 84)"
"(72, 92, 16)"
"(86, 84, 73)"
"(57, 128, 27)"
"(2, 128, 115)"
"(61, 12, 116)"
"(4, 121, 15)"
"(54, 63, 142)"
"(118, 48, 10)"
"(43, 126, 95)"
"(120, 17, 60)"
"(107, 84, 85)"
"(141, 102, 10)"
"(139, 43, 121)"
"(126, 109, 94)"
"(11, 49, 30)"
"(143, 60, 130)"
"(131, 14, 50)"
"(37, 118, 121)"
"(15, 91, 131)"
"(14, 91, 10)"
"(15, 37, 74)"
"(136, 9, 73)"
"(23, 114, 68)"
"(106, 4, 136)"
"(141, 126, 87)"
"(95, 41, 99)"
"(139, 22, 127)"
"(130, 7, 54)"
"(71, 27, 50)"
"(32, 120, 147)"
"(91, 8, 35)"
