"(87, 168, 118)"
"(194, 30, 54)"
"(117, 173, 170)"
"(14, 93, 187)"
"(54, 129, 17)"
"(91, 86, 146)"
"(31, 167, 157)"
"(57, 24, 86)"
"(197, 150, 169)"
"(32, 103, 83)"
"(86, 32, 196)"
"(184, 80, 27)"
"(57, 154, 188)"
"(65, 30, 147)"
"(31, 184, 81)"
"(92, 176, 132)"
"(169, 157, 85)"
"(86, 143, 172)"
"(14, 78, 18)"
"(114, 96, 34)"
"(57, 95, 155)"
"(27, 166, 22)"
"(62, 47, 131)"
"(8, 106, 186)"
"(89, 8, 101)"
"(87, 84, 125)"
"(32, 114, 57)"
"(5, 22, 96)"
"(123, 169, 52)"
"(128, 37, 25)"
"(155, 17, 135)"
"(0, 193, 126)"
"(188, 42, 141)"
"(6, 21, 18)"
"(81, 52, 49)"
"(196, 181, 162)"
"(46, 121, 62)"
"(169, 129, 33)"
"(173, 146, 31)"
"(107, 152, 195)"
"(21, 79, 33)"
"(169, 52, 5)"
"(111, 85, 54)"
"(163, 95, 147)"
"(127, 48, 147)"
"(127, 76, 195)"
"(133, 96, 130)"
"(57, 110, 82)"
"(142, 97, 80)"
"(33, 109, 49)"
"(117, 177, 188)"
"(78, 114, 47)"
"(28, 170, 45)"
"(22, 183, 18)"
"(118, 132, 186)"
"(37, 107, 127)"
"(27, 142, 96)"
"(87, 117, 192)"
"(24, 50, 101)"
"(75, 78, 70)"
"(105, 97, 8)"
"(197, 83, 197)"
"(123, 7, 19)"
"(138, 193, 134)"
"(47, 110, 147)"
"(27, 44, 132)"
"(18, 187, 29)"
"(76, 41, 73)"
"(182, 142, 118)"
"(2, 47, 54)"
"(166, 154, 29)"
"(17, 157, 22)"
"(20, 64, 182)"
"(120, 35, 115)"
"(121, 124, 32)"
"(108, 4, 147)"
"(28, 118, 19)"
"(45, 165, 112)"
"(162, 90, 183)"
"(154, 100, 4)"
"(51, 86, 135)"
"(175, 44, 42)"
"(108, 72, 127)"
"(192, 13, 8)"
"(149, 54, 164)"
"(83, 89, 3)"
"(79, 64, 99)"
"(114, 178, 189)"
"(171, 169, 121)"
"(118, 108, 142)"
"(144, 19, 93)"
"(29, 126, 111)"
"(159, 61, 176)"
"(3, 178, 2)"
"(190, 83, 49)"
"(116, 45, 8)"
"(89, 165, 103)"
"(196, 144, 133)"
"(91, 194, 182)"
"(18, 86, 173)"
