"(53, 7, 36, 2, 56)"
"(29, 70, 23, 6, 4)"
"(26, 29, 34, 31, 37)"
"(34, 67, 16, 53, 5)"
"(2, 52, 5, 56, 27)"
"(43, 37, 29, 55, 15)"
"(46, 36, 41, 37, 65)"
"(55, 7, 53, 10, 17)"
"(1, 20, 38, 29, 30)"
"(70, 7, 47, 18, 52)"
"(24, 64, 0, 57, 10)"
"(35, 33, 8, 47, 17)"
"(65, 60, 63, 36, 26)"
"(24, 23, 15, 3, 69)"
"(27, 2, 54, 70, 72)"
"(67, 40, 12, 67, 29)"
"(23, 39, 46, 39, 36)"
"(11, 10, 0, 13, 22)"
"(62, 18, 8, 66, 18)"
"(23, 40, 50, 17, 66)"
"(67, 67, 71, 57, 70)"
"(21, 63, 24, 36, 10)"
"(47, 46, 21, 54, 15)"
"(61, 38, 23, 62, 65)"
"(30, 13, 68, 66, 34)"
"(64, 13, 52, 47, 22)"
"(5, 64, 38, 8, 5)"
"(49, 19, 15, 46, 25)"
"(23, 26, 56, 21, 63)"
"(11, 27, 34, 41, 26)"
"(69, 0, 55, 53, 50)"
"(50, 50, 31, 46, 14)"
"(24, 45, 52, 64, 0)"
"(12, 29, 43, 12, 66)"
"(16, 30, 49, 38, 13)"
"(65, 47, 31, 16, 14)"
"(17, 9, 50, 62, 2)"
"(3, 68, 71, 27, 30)"
"(44, 14, 49, 71, 28)"
"(43, 31, 29, 17, 60)"
"(38, 22, 55, 56, 22)"
"(23, 54, 53, 1, 0)"
"(49, 36, 47, 27, 50)"
"(47, 40, 70, 3, 45)"
"(67, 2, 64, 52, 8)"
"(56, 15, 46, 0, 19)"
"(11, 68, 68, 70, 65)"
"(27, 11, 29, 50, 9)"
"(29, 70, 43, 36, 50)"
"(16, 25, 68, 57, 27)"
"(34, 16, 70, 35, 8)"
"(34, 68, 26, 5, 10)"
"(71, 69, 44, 56, 21)"
"(33, 10, 12, 35, 29)"
"(30, 15, 52, 10, 34)"
"(25, 67, 28, 63, 23)"
"(46, 35, 44, 31, 8)"
"(35, 45, 25, 32, 44)"
"(42, 59, 58, 12, 9)"
"(34, 54, 40, 28, 64)"
"(66, 49, 49, 58, 45)"
"(42, 2, 3, 54, 10)"
"(57, 22, 43, 30, 18)"
"(17, 69, 63, 72, 18)"
"(20, 0, 6, 0, 67)"
"(30, 34, 31, 63, 27)"
"(0, 60, 28, 45, 51)"
"(14, 2, 48, 30, 37)"
"(27, 26, 9, 60, 33)"
"(51, 63, 36, 69, 58)"
"(5, 27, 42, 71, 4)"
"(23, 30, 60, 11, 32)"
"(52, 65, 72, 6, 47)"
"(52, 17, 14, 38, 48)"
"(35, 23, 63, 48, 47)"
"(33, 33, 40, 51, 2)"
"(18, 13, 31, 7, 38)"
"(6, 32, 20, 66, 8)"
"(33, 55, 50, 63, 1)"
"(11, 14, 66, 41, 29)"
"(8, 63, 0, 42, 52)"
"(20, 4, 41, 64, 23)"
"(63, 42, 28, 1, 64)"
"(20, 39, 52, 68, 54)"
"(68, 49, 44, 44, 9)"
"(20, 12, 10, 40, 4)"
"(28, 67, 61, 38, 54)"
"(11, 57, 52, 26, 50)"
"(6, 15, 50, 12, 23)"
"(42, 27, 19, 10, 55)"
"(53, 17, 48, 38, 20)"
"(27, 41, 41, 37, 39)"
"(37, 61, 59, 8, 27)"
"(42, 2, 55, 51, 62)"
"(30, 33, 34, 13, 47)"
"(36, 4, 38, 18, 44)"
"(72, 22, 30, 71, 45)"
"(6, 10, 47, 48, 19)"
"(67, 71, 4, 56, 60)"
"(6, 10, 19, 23, 16)"
