"(35, 38, 27, 22, 42)"
"(27, 31, 29, 9, 13)"
"(19, 21, 9, 34, 7)"
"(15, 17, 22, 42, 10)"
"(40, 26, 23, 15, 14)"
"(16, 34, 4, 39, 5)"
"(40, 20, 17, 45, 37)"
"(5, 41, 3, 42, 24)"
"(7, 15, 36, 37, 19)"
"(25, 10, 38, 7, 37)"
"(44, 2, 10, 2, 8)"
"(17, 3, 41, 17, 5)"
"(3, 44, 20, 8, 14)"
"(27, 41, 26, 6, 17)"
"(14, 36, 37, 34, 30)"
"(45, 44, 15, 43, 6)"
"(5, 9, 25, 37, 45)"
"(31, 41, 9, 40, 41)"
"(11, 24, 1, 20, 30)"
"(45, 42, 19, 32, 6)"
"(43, 18, 2, 11, 3)"
"(1, 40, 5, 20, 8)"
"(17, 45, 17, 16, 11)"
"(7, 23, 9, 26, 34)"
"(22, 45, 40, 4, 32)"
"(38, 20, 40, 4, 45)"
"(19, 28, 43, 45, 36)"
"(41, 38, 30, 14, 36)"
"(43, 6, 22, 40, 43)"
"(20, 0, 30, 33, 20)"
"(3, 4, 35, 19, 31)"
"(28, 2, 42, 35, 25)"
"(38, 22, 30, 5, 20)"
"(30, 6, 24, 2, 7)"
"(21, 32, 1, 0, 40)"
"(17, 44, 15, 6, 9)"
"(23, 39, 16, 29, 38)"
"(15, 17, 25, 21, 13)"
"(44, 19, 39, 23, 5)"
"(27, 16, 37, 2, 18)"
"(40, 45, 38, 8, 38)"
"(31, 43, 2, 13, 28)"
"(1, 39, 8, 0, 33)"
"(6, 22, 42, 1, 12)"
"(0, 23, 42, 1, 9)"
"(41, 7, 41, 19, 40)"
"(6, 7, 8, 31, 9)"
"(37, 31, 10, 21, 33)"
"(0, 31, 0, 27, 24)"
"(24, 18, 1, 8, 21)"
"(1, 8, 26, 38, 0)"
"(25, 9, 27, 25, 1)"
"(32, 6, 45, 9, 34)"
"(30, 13, 32, 12, 16)"
"(33, 5, 41, 4, 18)"
"(15, 33, 40, 12, 23)"
"(17, 4, 26, 31, 13)"
"(0, 29, 41, 31, 2)"
"(32, 21, 32, 31, 39)"
"(40, 6, 22, 10, 12)"
"(11, 34, 9, 34, 18)"
"(10, 23, 36, 17, 40)"
"(38, 2, 34, 35, 19)"
"(23, 26, 44, 17, 19)"
"(6, 17, 26, 17, 41)"
"(10, 0, 19, 9, 1)"
"(1, 40, 11, 41, 12)"
"(30, 0, 0, 30, 28)"
"(15, 41, 22, 17, 8)"
"(25, 12, 11, 32, 12)"
"(2, 31, 3, 22, 41)"
"(13, 10, 9, 42, 38)"
"(12, 23, 26, 27, 19)"
"(21, 22, 43, 5, 27)"
"(32, 18, 36, 38, 45)"
"(1, 26, 19, 33, 25)"
"(5, 22, 33, 6, 34)"
"(33, 43, 3, 25, 23)"
"(43, 7, 33, 35, 34)"
"(15, 14, 16, 16, 19)"
"(11, 28, 37, 32, 24)"
"(10, 7, 16, 5, 20)"
"(39, 36, 22, 21, 0)"
"(34, 35, 24, 40, 19)"
"(2, 31, 2, 36, 5)"
"(44, 0, 20, 27, 25)"
"(4, 26, 36, 18, 32)"
"(25, 39, 25, 26, 35)"
"(25, 42, 38, 35, 10)"
"(6, 20, 19, 35, 28)"
"(23, 5, 2, 14, 42)"
"(38, 42, 0, 17, 0)"
"(26, 26, 8, 27, 29)"
"(23, 17, 29, 2, 37)"
"(29, 14, 6, 3, 30)"
"(24, 9, 16, 37, 23)"
"(19, 42, 10, 41, 12)"
"(2, 1, 35, 38, 19)"
"(43, 13, 26, 24, 41)"
"(20, 7, 11, 22, 20)"
