"(75, 64)"
"(101, 75)"
"(42, 12)"
"(89, 78)"
"(16, 86)"
"(108, 20)"
"(47, 15)"
"(8, 80)"
"(91, 76)"
"(54, 9)"
"(73, 6)"
"(104, 33)"
"(66, 17)"
"(73, 99)"
"(68, 56)"
"(7, 3)"
"(86, 39)"
"(46, 91)"
"(89, 3)"
"(108, 32)"
"(5, 57)"
"(11, 25)"
"(81, 61)"
"(94, 108)"
"(47, 5)"
"(79, 8)"
"(59, 16)"
"(48, 76)"
"(99, 70)"
"(46, 91)"
"(46, 25)"
"(37, 10)"
"(43, 11)"
"(17, 45)"
"(96, 10)"
"(55, 104)"
"(72, 92)"
"(56, 69)"
"(37, 79)"
"(85, 106)"
"(31, 101)"
"(107, 48)"
"(43, 62)"
"(24, 19)"
"(42, 43)"
"(67, 67)"
"(85, 100)"
"(46, 33)"
"(27, 37)"
"(86, 12)"
"(84, 101)"
"(37, 98)"
"(92, 13)"
"(78, 95)"
"(102, 54)"
"(103, 96)"
"(109, 0)"
"(29, 61)"
"(58, 90)"
"(62, 47)"
"(104, 23)"
"(41, 53)"
"(12, 103)"
"(41, 35)"
"(77, 97)"
"(18, 53)"
"(55, 104)"
"(91, 5)"
"(45, 63)"
"(54, 54)"
"(83, 54)"
"(62, 86)"
"(51, 88)"
"(2, 28)"
"(99, 11)"
"(89, 67)"
"(1, 9)"
"(0, 90)"
"(26, 53)"
"(12, 108)"
"(7, 13)"
"(52, 38)"
"(55, 1)"
"(57, 104)"
"(49, 99)"
"(59, 105)"
"(46, 101)"
"(29, 31)"
"(90, 0)"
"(62, 83)"
"(15, 68)"
"(58, 45)"
"(58, 56)"
"(102, 29)"
"(55, 56)"
"(69, 49)"
"(103, 49)"
"(108, 4)"
"(24, 58)"
"(13, 57)"
