"(119, 30)"
"(108, 98)"
"(27, 116)"
"(31, 33)"
"(35, 72)"
"(7, 97)"
"(58, 34)"
"(111, 35)"
"(108, 89)"
"(9, 43)"
"(56, 38)"
"(89, 110)"
"(55, 92)"
"(104, 43)"
"(79, 21)"
"(69, 118)"
"(12, 104)"
"(108, 112)"
"(96, 31)"
"(66, 72)"
"(55, 45)"
"(83, 38)"
"(111, 105)"
"(23, 98)"
"(45, 79)"
"(44, 15)"
"(20, 117)"
"(20, 9)"
"(96, 6)"
"(73, 43)"
"(4, 58)"
"(24, 62)"
"(103, 20)"
"(92, 22)"
"(100, 90)"
"(72, 90)"
"(95, 33)"
"(73, 43)"
"(28, 93)"
"(36, 101)"
"(2, 47)"
"(27, 120)"
"(53, 15)"
"(79, 58)"
"(76, 79)"
"(25, 36)"
"(16, 55)"
"(11, 81)"
"(13, 96)"
"(1, 19)"
"(115, 2)"
"(32, 102)"
"(26, 100)"
"(113, 29)"
"(118, 23)"
"(45, 46)"
"(0, 19)"
"(115, 69)"
"(61, 40)"
"(43, 117)"
"(28, 24)"
"(9, 97)"
"(106, 104)"
"(26, 107)"
"(60, 83)"
"(10, 39)"
"(7, 61)"
"(10, 95)"
"(104, 36)"
"(65, 22)"
"(106, 72)"
"(86, 118)"
"(47, 65)"
"(26, 84)"
"(1, 101)"
"(24, 107)"
"(97, 120)"
"(4, 25)"
"(23, 89)"
"(64, 3)"
"(67, 31)"
"(68, 87)"
"(48, 75)"
"(77, 36)"
"(12, 115)"
"(74, 24)"
"(38, 98)"
"(61, 98)"
"(64, 85)"
"(106, 56)"
"(29, 52)"
"(46, 103)"
"(97, 3)"
"(115, 92)"
"(95, 53)"
"(1, 61)"
"(51, 94)"
"(56, 79)"
"(116, 81)"
"(101, 45)"
