"(7, 20)"
"(55, 82)"
"(47, 56)"
"(79, 82)"
"(16, 68)"
"(74, 114)"
"(49, 24)"
"(66, 42)"
"(27, 18)"
"(75, 63)"
"(74, 24)"
"(101, 114)"
"(47, 36)"
"(5, 94)"
"(65, 98)"
"(68, 116)"
"(21, 108)"
"(26, 84)"
"(43, 98)"
"(83, 71)"
"(49, 22)"
"(73, 32)"
"(87, 5)"
"(5, 54)"
"(1, 15)"
"(21, 92)"
"(113, 60)"
"(37, 55)"
"(96, 95)"
"(96, 21)"
"(115, 77)"
"(91, 90)"
"(5, 54)"
"(38, 23)"
"(46, 31)"
"(117, 107)"
"(61, 23)"
"(95, 4)"
"(30, 56)"
"(32, 107)"
"(115, 106)"
"(64, 71)"
"(26, 34)"
"(107, 15)"
"(80, 55)"
"(103, 34)"
"(73, 15)"
"(54, 96)"
"(45, 55)"
"(25, 105)"
"(102, 73)"
"(8, 101)"
"(76, 85)"
"(8, 47)"
"(41, 60)"
"(24, 22)"
"(57, 70)"
"(44, 103)"
"(9, 94)"
"(43, 73)"
"(117, 56)"
"(57, 94)"
"(15, 72)"
"(95, 73)"
"(77, 50)"
"(63, 78)"
"(25, 11)"
"(5, 117)"
"(59, 93)"
"(72, 115)"
"(79, 52)"
"(117, 51)"
"(32, 36)"
"(23, 39)"
"(67, 12)"
"(51, 83)"
"(73, 101)"
"(114, 60)"
"(36, 77)"
"(11, 36)"
"(16, 93)"
"(52, 69)"
"(10, 40)"
"(59, 89)"
"(12, 21)"
"(75, 85)"
"(9, 7)"
"(64, 65)"
"(35, 46)"
"(62, 36)"
"(70, 22)"
"(59, 0)"
"(95, 101)"
"(15, 115)"
"(13, 41)"
"(24, 73)"
"(94, 50)"
"(52, 90)"
"(82, 96)"
"(44, 84)"
