"(28, 10)"
"(38, 19)"
"(39, 15)"
"(35, 14)"
"(30, 21)"
"(35, 16)"
"(47, 38)"
"(44, 6)"
"(8, 36)"
"(24, 16)"
"(38, 40)"
"(36, 26)"
"(18, 36)"
"(42, 41)"
"(16, 32)"
"(49, 36)"
"(3, 44)"
"(29, 3)"
"(29, 0)"
"(46, 35)"
"(47, 19)"
"(31, 42)"
"(21, 11)"
"(7, 3)"
"(9, 47)"
"(38, 44)"
"(36, 5)"
"(49, 39)"
"(40, 12)"
"(0, 2)"
"(49, 34)"
"(33, 10)"
"(32, 3)"
"(14, 3)"
"(17, 47)"
"(49, 4)"
"(20, 45)"
"(11, 19)"
"(43, 23)"
"(3, 3)"
"(26, 25)"
"(30, 27)"
"(9, 37)"
"(37, 32)"
"(2, 13)"
"(32, 2)"
"(13, 31)"
"(32, 2)"
"(48, 39)"
"(38, 42)"
"(20, 22)"
"(27, 33)"
"(26, 39)"
"(30, 29)"
"(42, 4)"
"(43, 14)"
"(35, 5)"
"(1, 7)"
"(20, 5)"
"(7, 49)"
"(10, 10)"
"(7, 20)"
"(24, 16)"
"(3, 43)"
"(39, 29)"
"(21, 39)"
"(14, 7)"
"(13, 12)"
"(42, 19)"
"(2, 47)"
"(27, 20)"
"(14, 46)"
"(0, 6)"
"(14, 35)"
"(48, 38)"
"(3, 3)"
"(40, 11)"
"(22, 0)"
"(30, 30)"
"(35, 14)"
"(12, 36)"
"(42, 8)"
"(1, 43)"
"(29, 49)"
"(0, 27)"
"(25, 32)"
"(8, 15)"
"(20, 10)"
"(46, 48)"
"(32, 7)"
"(7, 8)"
"(27, 13)"
"(45, 39)"
"(27, 44)"
"(27, 46)"
"(2, 44)"
"(7, 32)"
"(33, 35)"
"(48, 9)"
"(30, 0)"
