"(11, 27)"
"(16, 3)"
"(9, 17)"
"(15, 12)"
"(31, 4)"
"(18, 13)"
"(14, 27)"
"(1, 13)"
"(1, 26)"
"(4, 14)"
"(23, 2)"
"(27, 25)"
"(25, 33)"
"(17, 20)"
"(33, 15)"
"(8, 15)"
"(33, 33)"
"(30, 30)"
"(21, 32)"
"(3, 23)"
"(26, 6)"
"(4, 12)"
"(10, 11)"
"(6, 27)"
"(21, 2)"
"(7, 25)"
"(2, 29)"
"(19, 24)"
"(30, 12)"
"(17, 27)"
"(33, 15)"
"(23, 3)"
"(4, 30)"
"(17, 5)"
"(30, 30)"
"(1, 6)"
"(4, 11)"
"(33, 27)"
"(20, 17)"
"(30, 9)"
"(0, 17)"
"(10, 4)"
"(4, 23)"
"(6, 3)"
"(22, 6)"
"(22, 14)"
"(2, 18)"
"(18, 20)"
"(24, 20)"
"(32, 22)"
"(31, 19)"
"(9, 1)"
"(20, 25)"
"(18, 16)"
"(4, 10)"
"(24, 5)"
"(30, 17)"
"(29, 26)"
"(14, 14)"
"(15, 5)"
"(2, 3)"
"(1, 7)"
"(18, 30)"
"(27, 17)"
"(13, 7)"
"(24, 5)"
"(21, 29)"
"(33, 1)"
"(17, 2)"
"(33, 32)"
"(6, 0)"
"(22, 26)"
"(14, 12)"
"(17, 14)"
"(31, 7)"
"(23, 17)"
"(27, 12)"
"(18, 26)"
"(26, 1)"
"(20, 21)"
"(17, 0)"
"(27, 28)"
"(16, 32)"
"(2, 14)"
"(0, 10)"
"(7, 30)"
"(30, 23)"
"(25, 32)"
"(33, 5)"
"(27, 15)"
"(20, 11)"
"(18, 30)"
"(16, 2)"
"(24, 15)"
"(17, 25)"
"(24, 9)"
"(3, 17)"
"(22, 30)"
"(14, 18)"
"(30, 13)"
