"(144, 240)"
"(117, 262)"
"(196, 48)"
"(242, 39)"
"(36, 251)"
"(218, 130)"
"(238, 138)"
"(18, 203)"
"(216, 91)"
"(113, 258)"
"(0, 58)"
"(150, 69)"
"(180, 189)"
"(193, 248)"
"(13, 126)"
"(48, 252)"
"(39, 21)"
"(150, 241)"
"(98, 19)"
"(157, 148)"
"(121, 18)"
"(136, 217)"
"(107, 140)"
"(91, 124)"
"(80, 173)"
"(28, 24)"
"(73, 45)"
"(14, 113)"
"(149, 253)"
"(114, 2)"
"(28, 43)"
"(101, 14)"
"(122, 43)"
"(262, 158)"
"(153, 246)"
"(50, 173)"
"(109, 231)"
"(34, 143)"
"(223, 173)"
"(70, 216)"
"(99, 89)"
"(118, 56)"
"(116, 151)"
"(20, 153)"
"(149, 20)"
"(67, 58)"
"(226, 205)"
"(193, 259)"
"(130, 207)"
"(130, 106)"
"(110, 95)"
"(175, 100)"
"(9, 139)"
"(88, 69)"
"(147, 219)"
"(212, 184)"
"(172, 36)"
"(58, 226)"
"(208, 29)"
"(183, 48)"
"(40, 37)"
"(231, 171)"
"(215, 153)"
"(48, 55)"
"(108, 75)"
"(140, 19)"
"(260, 261)"
"(244, 76)"
"(91, 59)"
"(104, 81)"
"(109, 179)"
"(97, 73)"
"(202, 93)"
"(260, 11)"
"(187, 34)"
"(114, 50)"
"(241, 222)"
"(14, 76)"
"(18, 270)"
"(115, 245)"
"(20, 72)"
"(124, 233)"
"(150, 136)"
"(138, 84)"
"(161, 195)"
"(142, 70)"
"(229, 135)"
"(194, 244)"
"(79, 202)"
"(233, 251)"
"(222, 76)"
"(171, 97)"
"(24, 170)"
"(66, 243)"
"(102, 133)"
"(82, 38)"
"(154, 195)"
"(91, 226)"
"(182, 189)"
"(269, 76)"
