"(91, 51)"
"(181, 20)"
"(39, 156)"
"(35, 174)"
"(104, 178)"
"(111, 42)"
"(98, 168)"
"(104, 68)"
"(2, 88)"
"(138, 108)"
"(99, 139)"
"(60, 11)"
"(54, 74)"
"(48, 8)"
"(127, 140)"
"(166, 66)"
"(40, 57)"
"(122, 119)"
"(130, 111)"
"(2, 188)"
"(141, 104)"
"(64, 47)"
"(81, 7)"
"(187, 98)"
"(17, 186)"
"(4, 91)"
"(95, 183)"
"(104, 174)"
"(67, 1)"
"(101, 21)"
"(136, 14)"
"(168, 83)"
"(179, 133)"
"(187, 156)"
"(35, 128)"
"(5, 132)"
"(166, 34)"
"(25, 25)"
"(28, 90)"
"(135, 31)"
"(124, 171)"
"(74, 180)"
"(6, 184)"
"(29, 87)"
"(187, 76)"
"(171, 24)"
"(51, 72)"
"(10, 114)"
"(156, 48)"
"(48, 24)"
"(119, 144)"
"(83, 184)"
"(18, 159)"
"(112, 57)"
"(92, 171)"
"(98, 59)"
"(56, 56)"
"(191, 138)"
"(154, 62)"
"(97, 149)"
"(153, 167)"
"(4, 135)"
"(144, 186)"
"(149, 186)"
"(102, 52)"
"(148, 99)"
"(6, 172)"
"(165, 117)"
"(39, 123)"
"(29, 81)"
"(17, 146)"
"(134, 170)"
"(28, 78)"
"(63, 43)"
"(56, 80)"
"(103, 33)"
"(119, 9)"
"(163, 131)"
"(35, 107)"
"(137, 116)"
"(154, 191)"
"(64, 123)"
"(136, 103)"
"(30, 162)"
"(188, 3)"
"(1, 190)"
"(52, 43)"
"(23, 176)"
"(32, 65)"
"(69, 122)"
"(64, 15)"
"(32, 86)"
"(104, 80)"
"(77, 169)"
"(185, 158)"
"(140, 85)"
"(139, 45)"
"(22, 131)"
"(37, 47)"
"(87, 60)"
