"(77, 73)"
"(127, 28)"
"(54, 73)"
"(85, 112)"
"(24, 62)"
"(83, 13)"
"(34, 113)"
"(93, 15)"
"(39, 53)"
"(26, 73)"
"(92, 8)"
"(91, 22)"
"(8, 107)"
"(83, 54)"
"(34, 116)"
"(67, 127)"
"(43, 54)"
"(105, 60)"
"(105, 81)"
"(29, 50)"
"(103, 118)"
"(1, 73)"
"(116, 102)"
"(48, 79)"
"(128, 42)"
"(130, 9)"
"(39, 9)"
"(76, 13)"
"(33, 93)"
"(67, 19)"
"(4, 93)"
"(120, 0)"
"(83, 61)"
"(52, 71)"
"(15, 81)"
"(34, 67)"
"(4, 42)"
"(120, 98)"
"(2, 37)"
"(126, 61)"
"(110, 129)"
"(25, 63)"
"(103, 9)"
"(72, 19)"
"(95, 61)"
"(119, 5)"
"(128, 3)"
"(21, 40)"
"(80, 51)"
"(28, 121)"
"(38, 26)"
"(125, 52)"
"(9, 57)"
"(115, 14)"
"(100, 112)"
"(83, 115)"
"(55, 95)"
"(69, 86)"
"(69, 25)"
"(94, 115)"
"(93, 66)"
"(88, 41)"
"(86, 10)"
"(102, 126)"
"(16, 84)"
"(73, 28)"
"(70, 44)"
"(115, 42)"
"(117, 21)"
"(86, 106)"
"(110, 79)"
"(113, 47)"
"(33, 102)"
"(109, 123)"
"(91, 72)"
"(93, 108)"
"(36, 48)"
"(31, 64)"
"(118, 92)"
"(118, 102)"
"(43, 94)"
"(44, 26)"
"(111, 29)"
"(19, 69)"
"(88, 65)"
"(102, 121)"
"(107, 120)"
"(66, 123)"
"(88, 44)"
"(35, 28)"
"(17, 77)"
"(17, 87)"
"(67, 69)"
"(111, 31)"
"(58, 90)"
"(100, 37)"
"(42, 112)"
"(54, 96)"
"(105, 21)"
"(128, 41)"
