"(46, 207)"
"(93, 84)"
"(123, 115)"
"(35, 251)"
"(50, 232)"
"(78, 175)"
"(18, 142)"
"(171, 86)"
"(258, 140)"
"(44, 44)"
"(116, 62)"
"(243, 15)"
"(87, 147)"
"(79, 121)"
"(99, 276)"
"(118, 156)"
"(34, 119)"
"(41, 86)"
"(129, 252)"
"(172, 259)"
"(6, 29)"
"(126, 244)"
"(76, 111)"
"(211, 57)"
"(100, 172)"
"(255, 161)"
"(39, 214)"
"(112, 93)"
"(185, 216)"
"(178, 123)"
"(100, 208)"
"(251, 229)"
"(218, 117)"
"(242, 180)"
"(256, 201)"
"(61, 267)"
"(7, 153)"
"(76, 213)"
"(73, 185)"
"(97, 177)"
"(228, 250)"
"(16, 172)"
"(98, 64)"
"(251, 81)"
"(194, 201)"
"(204, 213)"
"(229, 106)"
"(260, 185)"
"(52, 25)"
"(29, 152)"
"(109, 176)"
"(142, 96)"
"(150, 156)"
"(23, 191)"
"(43, 133)"
"(238, 262)"
"(276, 226)"
"(76, 253)"
"(81, 265)"
"(79, 14)"
"(214, 269)"
"(52, 198)"
"(16, 138)"
"(55, 182)"
"(243, 63)"
"(128, 0)"
"(200, 271)"
"(174, 181)"
"(158, 100)"
"(152, 143)"
"(89, 85)"
"(76, 225)"
"(87, 105)"
"(38, 256)"
"(74, 128)"
"(133, 247)"
"(217, 265)"
"(212, 231)"
"(192, 190)"
"(252, 227)"
"(53, 239)"
"(63, 22)"
"(233, 150)"
"(230, 57)"
"(266, 143)"
"(198, 245)"
"(103, 253)"
"(82, 86)"
"(227, 142)"
"(96, 160)"
"(39, 38)"
"(45, 167)"
"(91, 47)"
"(24, 264)"
"(109, 189)"
"(63, 67)"
"(245, 204)"
"(110, 249)"
"(226, 202)"
"(176, 48)"
